name,address,위도,경도
가로매점,서울 구로구 구로동 604-19번지 ,0,0
GS25(사당남사점),서울 동작구 동작대로17길 10 ,0,0
행운복권방,서울 성동구 동일로 71,37.539390895,127.062127982
미래통신,서울 성북구 장월로 118-1 ,37.616217945,127.048920529
하이퍼,서울 영등포구 당산동4가,37.529303062,126.894886364
가판점(신문),서울 영등포구 양평로 48 ,37.534497217,126.901253956
노다지복권,부산 남구 문현동 60-2번지 애플마트내,0,0
행운복권방,부산 중구 구덕로 47,0,0
복권매니아,인천 남동구 만수동 937-3번지 1층,0,0
송정마트,울산 동구 월봉4길 29 ,0,0
황금복권마트,경기 이천시 증신로325번길 5 1층,0,0
나눔로또 신동탄점,경기 화성시 여울로 189-16 ,0,0
반딧불로또,전북 무주군 무주읍 읍내리 249-4번지 ,0,0
복권나라,전북 전주시 완산구 거마평로 60,35.797866300,127.117055196
남평로또점,전남 나주시 남평1로 12 파평회관 파평회관 1층,35.046466124,126.839032177
동원복권,경남 양산시 북정중앙로 30 ,35.361347321,129.047811857
CU(옥동점),울산 남구 문수로 313,35.535749587,129.288056961
포유25대호점,경기 오산시 대호로  104 ,0,0
월롱엘지복권방,경기 파주시 월롱면 덕은리 1247 105호 ,0,0
프림,경기 평택시 서해로 1402 ,37.017399626,126.945384127
행운복권,경북 구미시 야은로 763,36.123909799,128.362612287
나나 복권판매소,경남 양산시 상북중앙로 319 엘지홈장식 ,35.412190519,129.059189595
베스토아,서울 강남구 역삼로 166 세현빌딩 ,0,0
행복공간,서울 강동구 풍성로 115 ,37.532128970,127.125116659
로또판매점,서울 관악구 관천로10길 20 1층,0,0
로또하우스,서울 양천구 목동 907-10번지 현대파리지앙107호,0,0
엑스트라(우주점),부산 사상구 모라로110번길 121 주공아파트1단지 가상가106호,0,0
로또슈퍼,인천 부평구 경인로 1106 ,0,0
송내매표소,경기 부천시 송내대로 37,0,0
운수대통,경기 수원시 권선구 매실로 73 ,37.269013490,126.958726347
복권사랑,경기 양주시 평화로 1444,37.819479412,127.047157602
GS25(천안장미점),충남 천안시 서북구 미라2길 22-4,0,0
행운복권방 보생당건강원,전북 익산시 무왕로 1268 ,0,0
드림마트,경북 구미시 진평동 416-7번지 DC마트내,0,0
CU(성북장위점),서울 성북구 정릉로38마길 29 우성쇼핑상가 101~104호 CU정릉센터점 내,37.601284200,127.016926836
부자나라석촌점,서울 송파구 백제고분로17길 37 ,0,0
세븐일레븐 현풍대로점,대구 달성군 비슬로 581 세븐일레븐현풍대로점,0,0
행운로또복권,경기 수원시 팔달구 인계동 907-3 ,0,0
로또,경기 포천시 죽엽산로196번길 4 ,0,0
보은로또판매점,충북 보은군 보은로 167 주유소 ,0,0
세븐일레븐 송파푸르지오 시티점,서울 송파구 새말로 62 송파 푸르지오시티 153호  CU편의점,37.480791864,127.120842717
로또로또,서울 영등포구 선유로52길 11 ,0,0
봄동로또,대구 수성구 지범로 252,0,0
그린마트,경기 성남시 분당구 대왕판교로 255 107호,37.366464142,127.101244983
대박마트,충남 천안시 동남구 봉서8길 13 봉명청솔아파트상가103호,36.811348366,127.133365762
조례로또복권방,전남 순천시 봉화2길 58 조례로또복권방,34.958407560,127.518119375
조례로또복권방,전남 순천시 봉화2길 58 조례로또복권방,0,0
행운복권,서울 노원구 동일로 992 1층,37.618812187,127.075624158
제이복권방,서울 종로구 종로 225-1 평창빌딩 1층 103호,37.571270482,127.002844760
복권백화점,울산 중구 태화동 37-7번지 1층 리버스트 24hour편의점내,0,0
마리오슈퍼,경기 부천시 송내대로265번길 85 뱅뱅프라자 1층 118호,37.507345096,126.753910197
HX복권방,경기 이천시 경충대로 2106 현대시티프라자 현대시티플라자106호,0,0
아띠로또판매점,충남 천안시 서북구 두정동 1063번지 레몬타워 110호,0,0
천하명당복권방,전북 익산시 선화로 130 ,35.947905726,126.945023606
로타리상회,경북 구미시 산호대로 199 상가1층4호,36.101383834,128.385046863
진영로또판매점,경남 김해시 진영읍 진영로 189-2 ,35.303105872,128.733928709
가로매점,서울 강북구 도봉로 34 cgv 앞 가판,37.612068624,127.030735795
감만정보통신,부산 남구 우암로 61 ,35.116030477,129.081028721
대박복권방,경기 양주시 가래비길 33 ,37.822503481,126.986734995
복권백화점,경기 파주시 평화로 70,37.763651338,126.769937767
복권방 담배,서울 도봉구 도당로 91,37.665687949,127.036944796
운수대통가판점,서울 성동구 왕십리로 327 ,37.562395255,127.033231774
CU(성북장위점),서울 성북구 정릉로38마길 29 우성쇼핑상가 101~104호 CU정릉센터점 내,37.601284200,127.016926836
송강로또,대전 유성구 봉산로 10 ,36.434742342,127.388218041
스카이25,경기 남양주시 미금로 26-2,37.607343236,127.152365755
건강마트,경기 하남시 신장2동 315-2번지 ,0,0
세종로또복권방,세종  금남면 용포리 88-17번지 ,0,0
북가좌2호점로또판매,서울 서대문구 북가좌동 329-8번지 ,0,0
황금어장,부산 중구 중앙대로 96 흥우빌딩1층 나들가게편의점,0,0
월드복권,대구 서구 북비산로 98 ,35.878442956,128.543654769
황금대박방,경기 고양시 덕양구 삼송동 30-29번지 ,0,0
에이스복권방,경기 동두천시 삼육사로 1005 1층,37.899336440,127.061715551
씨스페이스(코엑스점),서울 강남구 삼성동 159번지 H115,0,0
선서적,서울 금천구 독산로74길 6 ,0,0
평안당,서울 종로구 종로 219,37.571222838,127.002194348
로또복권방,서울 중구 마른내로 21,0,0
부일카서비스,부산 동구 자성로133번길 35 ,35.140056395,129.063051391
슈퍼복권나라,부산 사하구 하신번영로 370 ,35.114021348,128.960648541
일등복권편의점,대구 달서구 대명천로 220 1층,35.842200730,128.536194774
버블샵카페 고래의꿈,광주 광산구 목련로273번길 88 운남주공아파트 상가108호,35.178013232,126.824943561
보경복권,울산 북구 명촌6길 7 ,0,0
대박,경기 고양시 덕양구 고양대로1369번길 7 대도빌딩 1층,37.655151257,126.836349417
행복한사람들 (흥부네),경기 광주시 곤지암읍 경충대로 763 ,37.355584875,127.325398607
행복한사람들 (흥부네),경기 광주시 곤지암읍 경충대로 763 ,37.355584875,127.325398607
대박찬스,경기 성남시 중원구 산성대로 392 ,37.446879897,127.158210171
해피마트,경기 의왕시 부곡중앙로 3-2 의왕역로터리앞,37.321182065,126.949296787
꿈나라복권방,대전 대덕구 동춘당로 83 5동119호,36.364620654,127.439741639
다우복권방,경기 동두천시 중앙로 110-13 1층 104호,37.891420315,127.053021488
CU(강릉터미널점),강원 강릉시 하슬라로 22,37.755201934,128.879428469
또또복권방,전북 익산시 고봉로32길 3,35.959810066,126.971689260
예스마트,서울 강서구 화곡로42길 35 큐모텔 ,37.546039856,126.847439541
토큰판매소,서울 송파구 바람드리길 62 ,37.536708104,127.122380662
복권명당(동아스포츠점),대구 수성구 지범로 91 1층,35.825699995,128.631707309
무한대박,인천 연수구 새말로 107 ,37.418677989,126.681163043
소망복권(cu정발산건영점),경기 고양시 일산동구 정발산동 697 ,0,0
금도깨비복권전문점,경기 김포시 하성면 월하로 721 ,37.709804380,126.634737688
홈돌이로또복권,경기 김포시 중봉로 14 삼성홈플러스2층,37.624348164,126.699314046
복권백화점,경기 파주시 평화로 70,37.763651338,126.769937767
복권나라,충북 증평군 증평읍 중앙로 199-1,36.783951008,127.580912092
굿모닝,전남 순천시 중앙로 220 굿모닝,34.965251339,127.484985112
무진장로또,제주 제주시 일도일동,33.514330434,126.529610107
킴스정보,제주 제주시 용담이동,33.503581380,126.497956991
일이오마켓,서울 서초구 방배동,37.473219097,126.990633080
수공화원로또,서울 성동구 마장동 792번지 1층 수공화원,0,0
부일카서비스,부산 동구 자성로133번길 35 ,35.140056395,129.063051391
로또복권,충남 아산시 온천대로 2240 101호,36.777181934,127.081478739
종합가판점,서울 동대문구 왕산로 205 청량리역 청량리역 4번출구 가판점,37.580218060,127.045121473
하영,인천 서구 청라에메랄드로 65 서해그랑블 아파트 상가 102호,37.531088126,126.656290658
영화유통(1등복권방),울산 남구 신정로 19 삼성아파트 상가 204-101,35.533625907,129.322590948
죽전열쇠 로또복권방,경기 용인시 수지구 대지로 36 신흥빌딩 신흥빌딩101,37.327867526,127.113708657
장보고복권방,서울 중랑구 면목로 288,37.578388876,127.086225904
다산복권,경기 남양주시 퇴계원로 119 1층 편의점 내 일부,37.656901009,127.143771949
광장복권판매점,경기 화성시 동탄중심상가2길 26-15 지성프라자 ,37.206603242,127.074258395
운수대통복권방,충남 천안시 동남구 대흥로 122 중앙시장 입구,36.800468738,127.149298769
복권나라,서울 동작구 상도로 178 최안과 1층 101호,37.504298078,126.938750608
코코주,서울 중구 장충단로 261-1 밀리오래 앞 가판,37.567870058,127.008747851
부일카서비스,부산 동구 자성로133번길 35 ,35.140056395,129.063051391
경북상회,부산 연제구 고분로236번길 70 ,35.181336772,129.107772145
다음마트,강원 춘천시 소양로2가,37.884052376,127.724976739
대박종합복권가로판매점,서울 서대문구 신촌로 75,37.556125300,126.934842734
CU(대림중앙점),서울 영등포구 대림로 209 1층,37.499264335,126.897709987
CU(대림중앙점),서울 영등포구 대림로 209 1층,37.499264335,126.897709987
CU(대림중앙점),서울 영등포구 대림로 209 1층,37.499264335,126.897709987
CU(대림중앙점),서울 영등포구 대림로 209 1층,37.499264335,126.897709987
CU(역촌제일점),서울 은평구 갈현로 59 ,37.603211161,126.910238392
세븐일레븐동천점,광주 서구 유림로98번길 39 모든빌딩 ,35.171111215,126.868170636
성안편의점,경기 안산시 상록구 용신로 197 한영빌딩 ,37.303666728,126.844226280
버스가판점,경기 안양시 만안구 관악대로 55 진흥아파트앞 버스정류장,0,0
팡팡복권방,충북 진천군 상산로 71 ,36.854702730,127.441905078
낙동복권방,경남 창원시 의창구 북면 신촌리 451-6 ,0,0
CU(타워팰리스점),서울 강남구 언주로30길 56,37.488074730,127.053479165
로또복권방,서울 강남구 강남대로122길 50 상명빌딩 103호,37.508942825,127.027071827
복권나라,서울 관악구 남부순환로 1739-9 ,37.482802711,126.943497088
중구-가로가판대-37,서울 중구 남대문로 20-2,37.560829170,126.978063414
왕대박,부산 동래구 여고로113번길 59-4 ,35.201066419,129.074091692
대박로또,대구 북구 고성북로 3 고성아파트상가101동18호,35.880154149,128.581830715
용두천하,광주 북구 하서로 373 ,35.208357521,126.873485371
행운로또복권,울산 남구 무거동 852-1 CU마트 내,0,0
코리아마트,경기 광명시 안재로14번길 27,37.461034701,126.874090056
복권백화점,경기 여주시 세종로 41 1층,37.294006497,127.636289283
상호없음,서울 광진구 능동로 285 이마트24 군자CGV점,37.555446062,127.078280107
와이케이파트너스,서울 동작구 사당로 222 1층,37.483837400,126.972352722
빛고을로또,광주 광산구 소촌로 147 세븐일레븐,35.157311482,126.791869516
주택복권방,경기 안양시 만안구 수리산로 53,37.389379806,126.931684068
평택포승점로또,경기 평택시 여술로 24 CU편의점 내,36.988097032,126.845395016
왕대박복권전문점,강원 동해시 중앙로 234 이주민상가1층18호,37.521484651,129.115081287
서울로또방,충북 옥천군 옥천읍 삼금로 8 ,36.299400330,127.566709092
로또판매점,충북 음성군 멍심이길 90 1층 카센터,36.978180914,127.528986790
로또사랑점,서울 강남구 역삼동 706-20번지 한화진넥스빌제1층106호,0,0
교통카드충전,서울 서초구 서초대로77길 3,37.498067384,127.026511206
구포라인점,부산 북구 시랑로 34 1층,35.202588365,129.004265220
풍인식품,인천 남동구 남동대로934번길 13 2호,37.465895022,126.708848691
복권전문점,인천 부평구 원적로 437 ,37.503927457,126.715082054
정우,경기 용인시 처인구 백옥대로 607 G마트 대농파머스건물내,37.191063545,127.206181563
건강마트,경기 하남시 신장2동 315-2번지 ,0,0
천하명당,충남 천안시 서북구 직산읍 수헐리 85-4 미니스탑 내,0,0
새로나슈퍼,서울 강서구 강서로5나길 10 ,37.528751538,126.847722295
로또방,서울 성동구 왕십리로 363-1 CU 내,37.564057021,127.029574392
코리아마트,대구 달서구 당산로 193 ,35.853737557,128.548092002
한솔사,인천 미추홀구 경인로 384 1층 1호,37.458068247,126.682474438
로또삼각점,광주 북구 삼각동 755-16 ,0,0
대박찬스,광주 북구 서하로 196,35.187041971,126.901843942
역곡역전로또,경기 부천시 경인로 506 가판대,37.483892565,126.811588035
농산물직판장,전북 군산시 백토로 128,35.967695715,126.705525708
다모아복권,서울 구로구 경인로19길 4 ,37.495923058,126.842797396
다모아복권,서울 구로구 경인로19길 4 ,37.495923058,126.842797396
조은복권방,울산 남구 수암로 124 ,35.527860657,129.320669695
복권방,울산 동구 일산동 462-23번지 ,0,0
샘복권방,울산 울주군 범서읍 천상중앙길 69,35.563019076,129.228731043
쌍굴다리슈퍼,경기 부천시 부천로 185 ,37.500476597,126.786014766
명진슈퍼,경기 의왕시 효행로 15 ,37.349269460,126.974425030
행복충전소,경기 평택시 탄현로 332-2 ,37.081805112,127.056412791
봉의산마트,강원 춘천시 춘천로 326 1층,37.882620703,127.748749375
로또명당,충남 천안시 동남구 목천읍 천안대로 103 5호,36.758485063,127.171272231
씨스페이스(숭인2점),서울 종로구 숭인동,37.576740667,127.021062234
사거리슈퍼,부산 사상구 감전동 118-8번지 세븐일레븐편의점,0,0
세진전자통신,대구 서구 서대구로 156,35.871903122,128.555202839
우리상회,인천 동구 송림동 31-16번지 ,37.471393708,126.650498537
소요산복권판매점,경기 동두천시 평화로2922번길 2,37.947244511,127.061915247
대박복권방,경기 양주시 가래비길 33 ,37.822503481,126.986734995
둔포로또판매점,충남 아산시 충무로 1810 둔포로또판매점,36.930690441,127.038487836
로또천안성남점,충남 천안시 동남구 성남면 신사대화로 148 ,36.742286311,127.236398216
미래유통,전남 목포시 영산로 623 ,34.820825277,126.421381853
외동복권,경남 김해시 동남로49번길  83 GS25 김해대동점,35.236387771,128.985995800
행복나눔복권방,서울 강서구 양천로49길 4 ,37.568869166,126.841117570
충무로또,부산 서구 구덕로 115-2  ,35.096393457,129.023317861
복권명당(영남점),대구 달서구 월배로 122,35.814789000,128.527679729
토큰박스,대구 동구 해동로 49 1층  CU편의잠,35.893661357,128.637666391
버스매표소,인천 부평구 부평대로 3 가판,37.491826986,126.722723118
포시즌마전점,인천 서구 완정로10번길 6-6 두경플라자 검단2지구37블록1롯트,37.594556123,126.673444457
1등복권방,울산 울주군 언양읍 동문길 84,35.564168672,129.124604234
복권나라,경기 안산시 단원구 원본로 38,37.329901633,126.793648489
영일종합장식,경기 안산시 단원구 고잔로 112 신광프라자102호,37.318702506,126.838552583
로또휴게실,경기 용인시 기흥구 용구대로 1885 ,37.256442202,127.104288509
HX복권방,경기 이천시 경충대로 2106 현대시티프라자 현대시티플라자106호,37.252732998,127.489594008
코리아마트(비산점),대구 서구 비산동 368-2번지 ,0,0
풍향동복권나라,광주 북구 필문대로 79 ,35.162760061,126.928071936
주몽동명,경기 용인시 수지구 포은대로 319 중앙빌딩 104호,37.315665980,127.087647720
행운복권방,경기 포천시 솔모루로 86-1 ,37.828829513,127.147526596
행운로또,경기 하남시 미사강변중앙로 164 미타워 101호,37.561434896,127.191185701
명성복권방,경기 화성시 경기대로 1043 ,37.208518830,127.034270897
부자복권방,전북 군산시 구시장로 4 ,35.980483816,126.720224654
복권천국,전남 목포시 비파로 29 복권천국,34.801402263,126.427679624
행복나라,경남 창원시 성산구 중앙동 97-6번지 캔버라타운1층103호 위드미 내,0,0
씨유제주구남중앙점,제주 제주시 구남동2길 27 ,33.489067791,126.535260616
천하명당복권방독산점,서울 금천구 독산로85길 16 ,37.472532200,126.902236138
삼육구마트,서울 양천구 목동중앙본로1길 48 ,37.537398802,126.868337137
심봤다복권나라,대구 북구 노원로 128  ,35.896707081,128.575183313
세이브슈퍼,대구 수성구 달구벌대로 2467 ,35.859100374,128.632603808
GS25(대전원내점),대전 유성구 진잠로66번길 58 ,36.298024210,127.319982861
행운복권방,경기 광주시 양벌로 329 ,37.370035654,127.246300321
버스표가판점,경기 안양시 동안구 흥안대로  498-2 ,37.398449680,126.977357424
행운복권방,경기 의정부시 충의로 55 ,37.736762170,127.087195583
로또편의점,전남 강진군 보은로 115  ,34.636969621,126.771385403
베스트원,전남 영광군 신남로 209-1 1층,35.276007626,126.505084775
하이퍼,서울 영등포구 당산동4가 32-58번지 ,0,0
로또판매점(바이더웨이),부산 금정구 구서동 415-2번지 세븐일레븐내,0,0
복권나라,인천 서구 완정로65번길 10 검단1차대주피오레아파트 검단2지구59블럭검단1차피오레아파트상가B동제비107호,37.596394706,126.667026336
로또행운방,전북 전주시 완산구 효자동3가 1458-3번지 ,0,0
CU(구미원평점),경북 구미시 송원서로8길 4,36.125743413,128.344696366
영남통상,경북 성주군 성주읍 성주로 3228,35.918030934,128.286895508
해피복권,경남 창원시 마산합포구 가포로 98  1층 CU편의점 내,35.175514155,128.562301664
신규판매점,서울 광진구 자양4동 829번지 현대종합상가114호,0,0
욱일슈퍼,인천 부평구 경인로 1144 ,37.484621728,126.746720683
하나로슈퍼복권방,경기 성남시 수정구 수정로366번길 8 대경맨션 대경빌라102호,37.456316535,127.150929978
버스표가판점,경기 안양시 동안구 동안로 지하 130,37.392483397,126.951068565
굿타임24아산석정점(구드림통신),충남 아산시 염치읍 충무로 230,36.801298684,127.007648235
행복을주는집,충남 예산군 예덕로 13 ,36.705264602,126.669287918
복권나라,서울 관악구 남부순환로 1739-9 ,37.482802711,126.943497088
신나라복권나라,서울 동대문구 이문로 201 ,37.604509789,127.061862372
GS25 동작양지,서울 동작구 장승배기로10길  130 상가B동 105호,37.502016212,126.944786703
로또판매점(바이더웨이),부산 금정구 구서동 415-2번지 세븐일레븐내,0,0
씨스페이스(범어사역점),부산 금정구 중앙대로 2097,35.271648660,129.092435239
행운 마트,인천 중구 운중로 39 ,37.493620352,126.537831348
로또25,울산 남구 삼산동 1543-1번지 ,0,0
팡팡사동복권방,경기 안산시 상록구 석호로 170 1층,37.296909789,126.850555203
엑스트라,경기 안성시 인지동,37.005662907,127.269642408
행운복권방,경기 양평군 용문로 358-1 1층,37.484358889,127.593670440
팡팡복권방,충북 진천군 상산로 71 ,36.854702730,127.441905078
부자복권방,전북 군산시 구시장로 4 ,35.980483816,126.720224654
대광복권방,전남 화순군 칠충로 55 대광로제비앙 대광그린상가동 1층109호,35.055446388,126.977754944
행운의집제1호점,경북 안동시 영가로 24 ,36.565171650,128.733324709
CU(마산합성점),경남 창원시 마산회원구 율림교로 6 메트로스퀘어6 1층 CU편의점 내,35.228508161,128.584575252
왕대박복권방,부산 사하구 다대동 958-15번지 친철슈퍼,0,0
좋은이웃들,경기 군포시 산본천로199번길 42-4 ,37.371899088,126.938300052
복권전문점,경기 시흥시 정왕동 1625-6번지 105호 훼미리마트내,0,0
홍천대명로또,강원 홍천군 서면 굴업리 361-7 1층 ,0,0
동남슈퍼,전북 부안군 번영로 173 동남마켓 ,35.727183556,126.739255374
제일복권,전북 전주시 완산구 홍산1길 7 전주효자SKLeadersVIEW ,35.814104955,127.108772246
구산복권방,경남 김해시 가락로 291 보보스빌딩 107호,35.250866827,128.872211457
재벌 로터리,부산 중구 구덕로 1 재벌마트,35.097611068,129.035416719
가정슈퍼,인천 미추홀구 숙골로43번길 158-19  ,37.467119883,126.657080577
아리러브마트복권방,울산 중구 유곡로 19-1 ,35.556364986,129.307228736
로또명당구래점,경기 김포시 구래동 6683-16번지 경서프라자 106호 CU김포구래점,0,0
로또방,경기 성남시 분당구 야탑로139번길 6-14  B02호,37.409830908,127.135155313
로또통신,경기 안성시 장기로 36 ,37.005801629,127.267452349
GS25(이천현대점),경기 이천시 대월면 대흥리 1-6번지 ,0,0
일확천금로또판매점,충남 보령시 죽정동 691 다육농원,0,0
태안로또복권방,충남 태안군 독샘로 57 ,36.753558125,126.298554739
CU(망우점),서울 중랑구 망우로 410,37.598967059,127.097595656
갈렙분식한식,서울 중랑구 용마산로115길 92,37.598237068,127.095241646
부일카서비스,부산 동구 자성로133번길 35 ,35.140056395,129.063051391
노다지복권방,인천 부평구 십정동 186-353번지 1층,0,0
오복슈퍼,경기 성남시 중원구 금빛로 95,37.450257014,127.165893886
주택복권방,경기 용인시 수지구 풍덕천로 144-1 103호,37.323881840,127.097479952
복권천국,서울 서초구 서초대로 97 1층,37.487707571,126.992859757
복권명당율하점,대구 동구 율하동로23길 37,35.870183931,128.698016604
한국인세계대박복권,인천 연수구 한나루로197번길 34 ,37.427709125,126.655241126
로또복권,경기 광명시 금당로 36 8단지종합상가공유지,37.458976353,126.882454790
복권백화점,경기 여주시 세종로 41 1층,37.294006497,127.636289283
로또휴게실,경기 용인시 기흥구 용구대로 1885 ,37.256442202,127.104288509
베스트올수성점,전북 정읍시 수성2로 28 영화마을 VIDEO ,35.581767034,126.854448880
복권전문점선산,경북 구미시 선산읍 완전리 11-3 세븐일레븐 편의점,0,0
토큰판매점,서울 강북구 도봉로 45 가판,37.613385103,127.028921813
스파,서울 노원구 동일로 1493 상계주공아파트,37.661681647,127.058130118
로또복권판매대,서울 서초구 반포동 54-7번지 e-b/d1층,0,0
동성당,서울 종로구 청계천로 261 ,37.569913056,127.006555249
명동역5번출구가판,서울 중구 퇴계로 115 ,37.561055728,126.984518339
복권천국,경기 부천시 부일로 502 ,37.485266515,126.785867759
로또(파발마점),경기 시흥시 마유로 415 역전프라자105호,37.351944306,126.740583668
하이로또복권방,경기 안양시 동안구 관악대로339번길 7,37.404206631,126.960209793
로또휴게실,경기 용인시 기흥구 용구대로 1885 ,37.256442202,127.104288509
진성식품,충북 제천시 의병대로 84 1층,37.136084143,128.210021687
상우상사,경남 통영시 광도면 죽림리 1580-42번지 1층 CU편의점 內,0,0
땡큐마트,대구 수성구 만촌1동 636-21번지 ,0,0
GS25(둔산을지점),대전 서구 둔산로51번길 84,36.354982670,127.380606610
골든복권방,울산 남구 문수로435번길 24 ,35.535604743,129.301017651
부강로또,세종 부강면 부강로 34,36.529294162,127.366479617
행복충전소,경기 평택시 탄현로 332-2 ,37.081805112,127.056412791
세종로또복권방,세종  금남면 용포리 88-17번지 ,0,0
로또판매점,전북 장수군 장수읍 싸리재로 18 ,35.648846837,127.520699585
복권명당판매소,경북 의성군 안계면 용기리 851-29 ,0,0
목화휴게소,경남 사천시 사천대로 912 목화휴게소식당 ,35.001659946,128.054022104
덕성상회,서울 강서구 외발산동 424번지 강서농수산물도매시장내 1층 슈퍼,0,0
헬로마트,서울 도봉구 도봉로170길 8,37.680365754,127.045929111
가로판매점,서울 송파구 올림픽로37길 109 잠실나루역 2번출구,37.522586145,127.104639508
복권,서울 중랑구 망우로30길 8 105호,37.592896478,127.074364741
부영마트,서울 중랑구 상봉동 108번지 ,37.602516350,127.086177309
모닝마트,대구 남구 성당로18길 45-10,35.845539710,128.564904167
삼성로또명당,인천 계양구 하느재로 14 ,37.544331314,126.725385615
영진슈퍼,경기 성남시 분당구 야탑동 353-1번지 영진다이비스117호,0,0
태일이엔지,경기 수원시 권선구 경수대로302번길 22 권선한양아파트 한양아파트상가 107호,37.253358371,127.021402679
로또복권,경기 안산시 단원구 선부광장1로 121 중앙슈퍼 101호,37.332243212,126.812108204
GS25(안산신영점),경기 안산시 상록구 용신로 381 신영빌딩103호,37.301944194,126.864384713
현대장미슈퍼,전북 익산시 동서로61길 41 현대아파트1층108호,35.955371557,126.980300681
로또복권나라,전북 정읍시 연지동 315-15번지 ,0,0
SKY정보통신,경북 청도군 청도읍 청화로 140,35.644541533,128.741445226
성심상회,경북 포항시 북구 불종로 78,36.038133666,129.368002010
대박찬스,경남 창원시 마산합포구 자산삼거리로 16,35.202914797,128.566163555
대박,서울 강남구 일원로3길 55  ,37.492741861,127.084359667
복권명당(서부점),대구 달서구 월배로 452 ,35.833656054,128.554775513
김포로또,경기 김포시 돌문로 48 한솔프라자101,37.619412807,126.718060213
버스표가판점,경기 안양시 동안구 동안로 지하 130,37.392483397,126.951068565
강북구교통카드판매대,서울 강북구 솔샘로 260 가판,37.619200868,127.021431396
우면점로또판매,서울 서초구 우면동 2-9번지 ,0,0
안전열쇠,인천 계양구 경명대로 1124 명인프라자102호,37.542863587,126.731866594
노다지복권방,인천 미추홀구 한나루로 400 학익시장 외7필지125호,37.443110210,126.665119336
역전복권방,광주 광산구 상무대로 208 1층,35.137772928,126.792054256
공단마트로또점,경남 함안군 삼칠로 831 공단마트 슈퍼 옆 1층,35.360264989,128.485298960
우리들마트,부산 동래구 온천장로125번길 17,35.222472716,129.084272852
플러스24,광주 광산구 장신로 143 45타워 109호 로또플러스24,35.191021082,126.825881490
보경복권,울산 북구 명촌6길 7 ,35.557801275,129.360303946
초월대박복권방,경기 광주시 경충대로 1252 ,37.386704853,127.288232711
장군슈퍼,경기 부천시 소사로 837 ,37.530953491,126.805134503
은미복권방,경기 부천시 소사로794번길 6,37.526967727,126.805240020
GS25(영통번영점),경기 수원시 영통구 청명남로 50 ,37.253808164,127.076906350
왕대박,경기 평택시 안정로29번길 32 1층 우측,36.960741349,127.046405448
CU(제천역점),충북 제천시 내토로 446 1층 CU편의점,37.129683757,128.206746689
CU(제천역점),충북 제천시 내토로 446 1층 CU편의점,37.129683757,128.206746689
천금복권방,충북 청주시 상당구 쇠내로 150-1 ,36.620757665,127.507979993
해적책대여점 복권방,충북 청주시 서원구 대원로 28 ,36.639974475,127.479360368
신방복권,충남 천안시 동남구 신촌로 19 101호,36.788683914,127.121575601
대박복권방,전북 전주시 덕진구 건산로 252 ,35.834675981,127.164717491
노다지복권방,서울 강동구 천호대로170길 47 1층,37.533268449,127.132634831
로또판매점,서울 관악구 관천로10길 20 1층,37.485053992,126.926479985
로또복권,인천 서구 중봉대로612번길 10-20 청라프라자 1층 105호,37.533396124,126.651964483
복권파는집,경남 창원시 마산회원구 3·15대로 765 ,35.240202080,128.583606806
봉암마트,경남 창원시 마산회원구 양덕로 2 436-31번지,35.221407118,128.594001663
GS25(계산동경점),인천 계양구 계양문화로 55 도쿄프라자1층2호,37.535801556,126.736323002
복권명당,대전 중구 태평로44번길 53 유진하나아파트 하나아파트 상가 102호,36.321601980,127.396016665
복권방,경기 고양시 덕양구 혜음로 8 삼라마이다스프라자 삼라마이다스프라자 제1층 제115호,37.701108842,126.901828393
광성슈퍼,경기 이천시 단월로 33 ,37.221290914,127.450060213
올인(allin),경기 화성시 3.1만세로 1147 ,37.135274413,126.910529471
열린서점,전남 목포시 삼각로43번길 10 열린서점,34.804651426,126.418339940
경방필백화점라이츠21호,서울 은평구  갈현동 396-11번지,0,0
종합가로가판점,서울 중구 마른내로 166 ,37.564367938,127.006296095
샛별복권방,서울 중구 동호로10길 12 1층,37.554430724,127.011931948
대진,대구 동구 안심로22길 40-3 마치프라자 제1동 제1층 제109호,35.863437123,128.695102775
CU(도화향기점),인천 남구  도화동 119-44번지,0,0
1등로또복권방,경기 의정부시 용현동  266-10번지,0,0
CU(제천고암점),충북 제천시 고암로 69 1층 CU편의점,37.157807194,128.214699493
로또명당 청원점,충북 청주시 청원구 오창읍 각리 651-3번지 금일프라자 102호,0,0
현대,서울 도봉구 도봉로110길 74 ,37.646204021,127.037652961
가판,서울 마포구 마포대로 58 가든호텔정문옆가판,37.540663358,126.948358389
탑훼미리마트,부산 해운대구 중동  1392-90번지,0,0
경북윤업사,대구 남구 대명로 161,35.839338819,128.575429053
로또복권사업장,인천 미추홀구 주안로 86 주안역지하도상가 28,37.463860372,126.679227358
복권방(행운열차),울산 중구 다운로 114 ,35.563093960,129.267267491
송내매표소,경기 부천시 송내대로 37,37.486887026,126.752854218
로또복권,충남 천안시 동남구 봉정로 58 온달네식당 ,36.807197348,127.140350897
베스토아,서울 강남구 역삼로 166 세현빌딩 ,37.495036232,127.037247560
신동아로또판매점,서울 동작구 상도동  17-62번지,0,0
GS25(성애병원),서울 영등포구 여의대방로53길 28 보성빌딩 ,37.512153438,126.921721554
예스24,경기 고양시 덕양구 화정동  977번지 밀레니엄타워105,0,0
