name,address,위도,경도
현대장미슈퍼,전북 익산시 동서로61길 41 현대아파트1층108호,35.955371557,126.980300681
로또복권애니타임점,경북 구미시 인동중앙로11길 24 애니타임편의점 내,36.109021454,128.419992309
코코마켓,서울 강서구 화곡로 137 전원빌딩 ,37.540972807,126.837006300
복권나라,서울 관악구 남부순환로 1739-9 ,37.482802711,126.943497088
인터넷 복권판매사이트,동행복권,0,0
로또,서울 중구 퇴계로86길 42,37.563786791,127.019437449
GS25(부산미남점),부산 동래구 미남로 131,35.205819200,129.069346038
동일통신,부산 해운대구 선수촌로 16 ,35.195444806,129.118569985
연우로또,인천 계양구 향교로 32-1 1층,37.540329766,126.721720299
부자로또,울산 남구 월평로 238 지바트카프라자 ,35.546687529,129.330880371
나들가게,경기 부천시 경인로224번길 91 1층 슈퍼,37.479229794,126.779485332
서울로또방,충북 옥천군 옥천읍 삼금로 8 ,36.299400330,127.566709092
복권나라,충북 증평군 증평읍 중앙로 199-1,36.783951008,127.580912092
승일유통,충북 청주시 흥덕구 월명로 42,36.638313459,127.453754152
나래복권,충북 충주시 충원대로 952 1층,37.010679224,127.915865088
GS25(삼성역점),서울 강남구 영동대로 510,37.510536087,127.062807251
새로나슈퍼,서울 강서구 강서로5나길 10 ,37.528751538,126.847722295
서울구가-17가판,서울 구로구 구로동로 130-2 구로4동우체국앞가판,37.490325783,126.884395115
복권,서울 중랑구 망우로30길 8 105호,37.592896478,127.074364741
황금슈퍼,광주 북구 동문대로 102 장안빌딩 ,35.172251867,126.924800949
나눔로또한대점,경기 안산시 상록구 중보로 57 한양대프라자 한양대프라자106호,37.308118216,126.852834391
용꿈돼지꿈복권전문점,강원 동해시 중앙로 234 이주민상가1층15호,37.521484651,129.115081287
황실복권방,충남 천안시 동남구 충절로 799 천일공인중개사 ,36.769194034,127.200597484
빛가람나눔슈퍼,전남 나주시 호수로 74 103호,35.013314688,126.790550758
행운복권방,서울 도봉구 노해로63길 79 우림빌딩106,37.653079026,127.046303922
로또복권판매소,서울 마포구 마포대로 44 진도빌딩앞,37.539984203,126.947120110
종합가판제141호,서울 중구 퇴계로 447 황학 아크로타워,0,0
한국인세계대박복권,인천 연수구 한나루로197번길 34 ,0,0
남문시장,경기 수원시 팔달구 수원천로255번길 6 영동시장 영동시장 101호,0,0
알리바이(나주점),전남 나주시 나주로 142 알리바이,35.031333766,126.717161243
드림 편의점,서울 도봉구 덕릉로60길 26 ,37.639030613,127.040103881
교통카드판매대,서울 송파구 송파대로28길 27 송파성원쌍떼빌 공영주차장앞가판,0,0
승차권판매소(북비산점),대구 서구 달서로 201 ,0,0
금호마트,경기 구리시 검배로 29,37.598679977,127.143106259
행복미니슈퍼,경기 부천시 부일로 409 ,37.487129308,126.775639470
아이지에이마트 오산무지개점,경기 오산시 현충로 95 ,0,0
행운의복권방,서울 관악구 양녕로 37-1 ,37.485395382,126.946696873
행운로또복권판매점,서울 구로구 고척로 123-2 ,37.502306391,126.847992719
토큰판매소,서울 송파구 바람드리길 62 ,37.536708104,127.122380662
CU(입석강변점),대구 동구 동촌로 32,35.890232065,128.646431753
흥건슈퍼,전북 전주시 완산구 거마평로 25 흥건1차아파트상가 흥건슈퍼,0,0
하당복권방,전남 목포시 옥암로 46,34.803915092,126.429345544
토토복권장흥점,전남 장흥군 장흥읍 건산리 720-13번지 ,0,0
공단로또점,경남 함안군 삼칠로 831 공단마트 슈퍼 옆 1층,0,0
로또판매CU논현SK점,서울 강남구 언주로 510 효림빌딩 지하 1층,0,0
가판점,서울 서초구 효령로 283 가판,37.484999662,127.015025990
인터넷 복권판매사이트,동행복권,0,0
잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판,0,0
더드림로또,인천 미추홀구 관교동 15 1층 상점2호,0,0
1등 복권,인천 부평구 부평대로87번길 3 1층,0,0
노다지복권방,경기 김포시 중봉1로 81 제1층,37.626457805,126.705147382
㈜현대택배권선영업소,경기 수원시 권선구 곡반정로 95-1 104호,0,0
이지복권,경기 안산시 단원구 동산로 63 이마트 107호,0,0
복권전당,강원 속초시 동해대로 4007 1층,38.189774392,128.596610694
장락복권판매점,충북 제천시 청전대로 213 1층,37.152000344,128.221148529
행운복권방 보생당건강원,전북 익산시 무왕로 1268 ,35.960345419,126.997229913
조천청룡,제주 제주시 신북로 255 ,0,0
노다지훼밀리,서울 강동구 구천면로 251 ,0,0
모닝마트,울산 남구 장생포고래로 183 ,35.501942136,129.374668466
세븐일레븐남양주차산점,경기 남양주시 수레로 1096 털보네해장국 1층 편의점,0,0
유방매표소,경기 용인시 처인구 백옥대로 1388 쌍용추어탕 ,37.258850072,127.212955128
축복큰대운집,경기 파주시 금정로 77 성진인테리어 1층,0,0
우두로또,강원 춘천시 영서로 2786 1층,37.901929187,127.728542835
썬마트,충북 청주시 흥덕구 진재로23번길 25,36.632575458,127.428127719
노다지 노원역점 복권방,서울 노원구 상계로 78,37.656233041,127.063747918
가로판매점,서울 서초구 동작대로 118 방배동예다인프라자빌딩 ,37.487004157,126.982744476
이마트24 광안리굿-7,부산 수영구 광안로 49 ,0,0
자유마켓,광주 서구 화운로304번길 15 GS25편의점 내,0,0
로또석모리,경기 김포시 석모로 42 ,0,0
꿈과희망의복권방,경기 부천시 원미로 130,0,0
마리오슈퍼,경기 부천시 송내대로265번길 85 뱅뱅프라자 1층 118호,37.507345096,126.753910197
진평양행,강원 강릉시 임영로 107,37.751256996,128.894095293
국가대표복권방,강원 영월군 영월읍 중앙로 68 1층,0,0
로또복권,경북 군위군 군위읍 중앙길 32,0,0
빙그레 돈벼락 맞는곳,경남 김해시 김해대로 910 좌측 복권판매점,0,0
이마트24 홍문점,경남 창원시 마산합포구 문화남11길  12 이마트24 편의점내,35.184028248,128.559231864
일등복권방,서울 동대문구 사가정로 125,37.577866226,127.058852122
복권명당,서울 동작구 국사봉길 26 ,0,0
스포츠베팅샵,서울 서초구 동산로 48 서희빌딩 104호,0,0
교통카드판매대,서울 영등포구 여의나루로 71 동화빌딩 ,37.523776376,126.926876124
하영,인천 서구 청라에메랄드로 65 서해그랑블 아파트 상가 102호,37.531088126,126.656290658
씨유송도프라자,인천 연수구 송도동 2-6번지 송도프라자108호,0,0
대한복권,경기 부천시 부천로 52 ,0,0
육사구(6/49)복권방,경기 용인시 처인구 한터로 132  ,0,0
천하명당복권,제주 서귀포시 동문로 38 ,33.250329490,126.564574918
우성슈퍼,서울 강동구 구천면로 371 ,0,0
오케이상사,서울 서초구 신반포로 176 센트럴시티내100호매점,0,0
복권천국,서울 성동구 무학봉16길 22-2 1층,0,0
로또온천장점,부산 동래구 중앙대로 1520 북쪽출구 빵집,35.220236251,129.086351725
복권명당(서부점),대구 달서구 월배로 452 ,35.833656054,128.554775513
GS25(계산동경점),인천 계양구 계양문화로 55 도쿄프라자1층2호,0,0
로또복권,경기 안산시 단원구 선부광장1로 121 중앙슈퍼 101호,37.332243212,126.812108204
돈벼락복권,강원 태백시 번영로 356 ,0,0
충청복권전문점,충남 천안시 서북구 성환읍 성환2로 108,0,0
내복권방,서울 노원구 노원로1나길 5 1층,0,0
금사랑,서울 양천구 월정로 38 ,37.523206761,126.842606895
가로판매대제152호(신),서울 중구 남대문로 114 ,37.567315298,126.983020607
GS25(중촌현대점),대전 중구 목중로26번길 35 ,0,0
고양행복복권,경기 고양시 덕양구 삼송로 142 ,37.652313241,126.889822798
가두판매점,경기 안양시 만안구 안양로 330-1,37.401430977,126.919775657
황금복권방,경기 안양시 만안구 성결대학로 13-1,0,0
로또휴게실,경기 용인시 기흥구 용구대로 1885 ,0,0
미니슈퍼,경기 의정부시 시민로 236,0,0
문막로또명당,강원 원주시 원문로 1841 1층,37.308977597,127.818141701
희망로또,강원 춘천시 운교동,37.877600731,127.735524826
썬마트,충북 청주시 흥덕구 진재로23번길 25,36.632575458,127.428127719
베스트올수성점,전북 정읍시 수성2로 28 영화마을 VIDEO ,0,0
로또복권,경북 김천시 신음새동네길 13 ,0,0
로또복권,경북 김천시 신음새동네길 13 ,36.134775085,128.118499526
CU(통영북신에이스점),경남 통영시 무전8길 14-12,0,0
로또명당목련,제주 제주시 삼무로 77 ,0,0
일등복권편의점,대구 달서구 대명천로 220 1층,0,0
타운복권방,광주 북구 밤실로 184-1,0,0
GS25 운정호수공원캐슬,경기 파주시 가온로 170 ,37.719681619,126.751092631
복권천하 미스터잉크동해점,강원 동해시 발한로 35 ,37.535880600,129.103185968
충무로또45국도점,충남 아산시 충무로 647 ,36.836644501,127.010921475
역전로또,경북 경주시 원화로 260 1층 짐케어내,35.843623282,129.217488697
역전로또,경북 경주시 원화로 260 1층 짐케어내,0,0
GS25(수영광안점),부산 수영구 수영로702번길 18 ,35.166865320,129.116548031
성광복권명당,부산 연제구 과정로 335 ,0,0
GS25(대구교대점),대구 남구 중앙대로 216 GS25 대구교대점,0,0
대박복권방,경기 연천군 전곡읍 온골로 57-1,38.026057816,127.067721246
CU(강릉내곡점),강원 강릉시 강변로114번길 7,0,0
복슈퍼,경남 김해시 가야로 19 분성마을5단지푸르지오아파트 푸르지오상가 111호 복권판매점,35.271348962,128.861823157
명당로또,경남 창원시 성산구 가양로 54,0,0
제주대림점,제주 제주시 과원북2길 48 ,33.478722940,126.487607830
로또명당목련,제주 제주시 삼무로 77 ,33.490074391,126.494949151
흥부네박터졌네,인천 계양구 계산로111번길 8 ,37.538100047,126.724595648
씨스페이스(주안1-2),인천 미추홀구 미추홀대로 733 ,0,0
행운로또방,인천 부평구 배곶로69번길 3 1층,0,0
행운복권방,경기 성남시 분당구 구미동 185-1번지 비즈파이코리아103호,0,0
다니엘사,경기 안산시 단원구 원선1로 38 두산위브아파트 101호,0,0
포유25다농점,경기 오산시 운천로 80-5 거성그린프라자114호,0,0
태흥복권방,경기 의정부시 의정로 118  ,37.743565555,127.035169567
이천대박로또,경기 이천시 경충대로 1830 가산삼거리,37.239501713,127.512553195
로또명당해미점,충남 서산시 남문2로 108 ,36.713475752,126.544217851
순천복권랜드,전남 순천시 신월큰길 26 세븐일레븐조례신월점,34.960864976,127.518882967
다모아복권방,서울 구로구 서해안로30길 13-7 1층,37.493319030,126.844335971
복권천국,부산 남구 못골로 48-2 ,35.135735244,129.087743320
우정식품,부산 동래구 온천장로 39 ,35.215838373,129.079468437
다복슈퍼,부산 수영구 연수로 395,0,0
서재강변로또,대구 달성군 다사읍 서재로 172,35.878668349,128.496978050
복권사랑,경기 가평군 청평중앙로 24 1층 CU청평중앙로점,37.736504950,127.417554411
로또복권4공단점,경북 구미시 첨단기업1로 18 ,0,0
제일복권,경남 양산시 양산역2길 7 대상골드타워 103호 복권판매점,35.335573489,129.027955848
로또,서울 강서구 마곡동 784-13 CU마곡아르디에점,0,0
가판100호,서울 중구 을지로 115-1 ,0,0
신안할인마트,서울 중랑구 공릉로2나길 44 신안2차아파트상가101,0,0
주공24시편의방,대전 동구 옥천로180번길 19 판암주공아파트2차상가,36.316650010,127.461145379
천하명당,경기 안양시 동안구 부림로 121 동아프라자아케이드 제125,37.394158589,126.964447620
왕대박로또,경기 이천시 덕평로 917 CU이천덕평,37.239685805,127.362825983
해피드림조이,경남 창원시 의창구 천주로 24-1 ,0,0
로또복권,경남 창원시 의창구 팔용동,0,0
명당복권방,서울 동작구 양녕로 274 나들목 상도역 5번 출구인근,37.503901976,126.949557650
셀피아,울산 북구 명촌7길 43 복권판매점,0,0
K-마트,경기 의정부시 평화로 359 회룡한주아파트 상가동 110호,37.723980599,127.047947040
명당복권방,충북 청주시 청원구 주성동 163-3 ,0,0
금진슈퍼,전남 여수시 좌수영로 11 ,34.741400054,127.727648777
영화마을흥해점,경북 포항시 북구 흥해읍 흥해로 26,36.107734849,129.344986474
코리아슈퍼,경남 통영시 안개로 42 수아지오아파트 상가1층 103호,0,0
가판점,서울 서대문구 통일로 201-1,0,0
GS25(사하중앙점),부산 사하구 감천로 55 ,0,0
GS25(인천관교점),인천 미추홀구 주승로 224 ,0,0
우미슈퍼,광주 서구 풍암순환로 183 우미아파트상가118동-101호,35.127461381,126.881354304
복권전문점,대전 유성구 유성대로694번길 84 ,0,0
황금대박방,경기 고양시 덕양구 삼송동 30-29번지 ,0,0
삼천리자전거,경기 고양시 덕양구 은빛로77번길 73 ,0,0
월드컵,경기 수원시 팔달구 월드컵로 299-1 ,37.285327197,127.035108371
소망점,경기 용인시 처인구 양지로148번길 2-4 1층,37.234370783,127.284566524
역전슈퍼,경기 의정부시 가능로 96,37.746750481,127.041668187
도깨비 복권 전문점,충북 증평군 광장로 119 ,36.784279453,127.585078503
여기있었네복권방,전북 김제시 남북로 171 ,35.799390841,126.884570818
알리바이(나주점),전남 나주시 나주로 142 알리바이,35.031333766,126.717161243
바이복,서울 강남구 일원로5길 19 ,0,0
명당마트,서울 강서구 양천로 91 ,37.573617963,126.814042851
인터넷 복권판매사이트,동행복권,0,0
범일서적,부산 동구 진시장로 19-2 1층복권방,0,0
노다지복권방,인천 미추홀구 한나루로 400 학익시장 외7필지125호,0,0
드림,경기 수원시 권선구 정조로 615 ,37.263723782,127.014133510
천하명당복권방,경기 수원시 팔달구 매산로 2 ,37.266705693,127.001885945
드래곤복권,경기 용인시 기흥구 중부대로 814  ,0,0
둔포로 로또방,충남 아산시 둔포로 92-12 세븐일레븐 편의점,0,0
부자복권방,전북 군산시 구시장로 4 ,0,0
도깨비방망이,전남 완도군 완도읍 장보고대로 220 도깨비방망이,34.316077317,126.749225728
로또혁신점,경북 김천시 율곡동 777 cu로제니아,0,0
윈마트,서울 송파구 삼학사로16길 4 삼학사로 16길 우측 건물 1층,0,0
염주현대토토,광주 서구 월드컵4강로 22 염주현대아파트상가 내,0,0
참조은 복권,울산 중구 성안로 167 금관상가1층,35.575434910,129.316225554
드림테크,경기 부천시 안곡로 11 기풍빌딩 107호,37.479019482,126.803647975
복권세상,경기 여주시 우암로 21-1 1층,0,0
복권세상,경기 의정부시 호원동 366-25 ,0,0
동문그린복권방,경기 파주시 조리읍 대원리 221-8 동문상가 CU,0,0
동명슈퍼,강원 속초시 중앙로 205 GS25동명점,38.208877660,128.592770943
흥양마중물,강원 원주시 치악로 2335  ,37.383692670,127.975354650
퇴계로또,강원 춘천시 후석로186번길 26 1층 상가,37.867290982,127.755211895
은성로또,충북 음성군 감곡면 장감로 118 1층 낚시가게,37.118320062,127.635525614
돼지복권방,충남 부여군 사비로 61 ,36.277948706,126.910325860
GS25(천안성지점),충남 천안시 동남구 일봉로 12-4 우정빌딩 ,36.793410259,127.129714214
Letsgo복권유통,전북 전주시 덕진구 무삼지로 29 ,0,0
CU(거제해금강),경남 거제시 중곡로 15,34.894150466,128.630200277
국민슈퍼,서울 도봉구 도봉로 588,37.657061125,127.040119470
한누리,서울 동작구 동작대로27길 18 ,0,0
천국열쇠,광주 북구 북문대로 157,35.182499668,126.872027195
필로또복권,충남 서산시 호수공원6로 64 1층,0,0
복권파는집,경남 창원시 마산회원구 3·15대로 765 ,35.240202080,128.583606806
헬로마트,서울 도봉구 도봉로170길 8,37.680365754,127.045929111
그랜드마트앞가판점,서울 마포구 신촌로 94 ,0,0
월드24시,서울 은평구 통일로 855-15,37.619248709,126.919787349
노다지복권방,부산 북구 낙동대로 1704 ,35.206563804,128.997141285
해뜰날수퍼,경기 화성시 효행로 241 남수원씨티프라자 103호,37.226052777,126.972595047
왕대박복권,충남 논산시 연산면 계백로 1853 편의점,0,0
로또복권,경북 구미시 신시로10길  80 1층,0,0
왕대박복권방,경북 문경시 중앙로 15,36.588122259,128.192963080
보성정보통신,서울 동대문구 장한로2길 24 ,37.561898752,127.066521252
킹부대찌개 테이크아웃 신설동점,서울 종로구 숭인동길 35 ,0,0
세진전자통신,대구 서구 서대구로 156,35.871903122,128.555202839
대박천하마트,인천 부평구 굴포로 48 ,0,0
수암완구,울산 남구 수암로 118 ,35.528079410,129.320196111
헬로 로또편의점,경기 남양주시 별내5로5번길 4-8 1층 102호,37.650062364,127.114046189
수내행운복권방,경기 성남시 분당구 수내동 17-3번지 105호 알파문구내,0,0
포인트,서울 강동구 올림픽로 677 북쪽 코너 점포 1칸,0,0
왕대박복권,대구 달성군 옥포면 비슬로 2208,0,0
로또기업,대전 동구 동서대로 1684 복합터미널 건너편,36.348777306,127.437057415
영희복권방,울산 동구 진성8길 53 동해연립주택 무주슈퍼 내,0,0
복권방,경기 평택시 평택로 154 1층 복권방,0,0
로또통신,경남 김해시 함박로101번길 22 삼우빌딩104호 복권판매점,35.234210903,128.865840645
GS25(사당남사점),서울 동작구 동작대로17길 10 ,37.482856472,126.980804641
일등복권편의점,대구 달서구 대명천로 220 1층,35.842200730,128.536194774
운수대통,인천 부평구 동암광장로 6 1층 A호,37.470859816,126.702180063
오천억복권방,광주 서구 상무대로 1087 ,0,0
로또명당가두판매점,경기 안양시 동안구 경수대로 848-2 동안구가로판매대2005-00065 ,37.394616684,126.941416133
행운복권방,경기 의정부시 충의로 55 ,0,0
인터넷 복권판매사이트,동행복권,0,0
화랑복권,부산 부산진구 당감동 282-7번지 오렌지데이점포 내,0,0
일등복권편의점,대구 달서구 대명천로 220 1층,0,0
흥부네박터졌네,인천 계양구 계산로111번길 8 ,0,0
오천억복권방,광주 서구 상무대로 1087 ,0,0
태양마트,대전 유성구 노은로 158 그랜드타운105호,0,0
웅진,경기 수원시 팔달구 효원로 257 홈플러스동수원점 4층,0,0
드림메드,경기 안산시 상록구 월피로 56 101호,37.333408943,126.850895170
천하명당복권방,경기 안성시 중앙로 424,0,0
당첨희망복권점,경기 이천시 영창로 145 관고사거리,37.282048059,127.438798205
복권마트,강원 홍천군 홍천로 409 1층,37.691276437,127.889910078
MONEY(편의점),경남 김해시 삼문로 25 110호 복권판매점,35.192927391,128.803310270
동원마트,서울 강동구 풍성로 209,37.529346997,127.135098002
로또,서울 강서구 가양동 1480-8번지 102호,0,0
복권방,서울 광진구 자양로18길 34,0,0
스파,서울 노원구 동일로 1493 상계주공아파트,0,0
경동G-PLUS할인마트,부산 해운대구 세실로 30 경동G-PLUS아파트상가103,35.168432747,129.179402225
GS25(대구교대점),대구 남구 중앙대로 216 GS25 대구교대점,35.852548840,128.590894986
라이프마트,인천 중구 연안부두로53번길 36 5호,37.452378832,126.604064214
해피+24시편의점,광주 북구 하서로 330,35.204452298,126.873876666
천하명당복권방역전점,대전 동구 대전로 815,0,0
공원슈퍼,경기 수원시 장안구 팔달로 257-1 키보관광 1층,37.288961188,127.013166129
사격장매표소,경기 시흥시 은행동 37-22 ,0,0
역전광장상회,경기 파주시 금촌1동 329-19번지 ,0,0
복돼지복권방,경기 화성시 3.1만세로 43 ,37.082824262,126.818741195
복권나라,충북 증평군 증평읍 중앙로 199-1,0,0
대광복권방,전남 화순군 칠충로 55 대광로제비앙 대광그린상가동 1층109호,0,0
로또복권델리25옥동점,경북 안동시 옥동 734번지 테마프라자A-161호,0,0
CU로또(강구터미널점),경북 영덕군 318만세길 182 오른쪽 상가,36.535009385,129.408979197
CU로또(강구터미널점),경북 영덕군 318만세길 182 오른쪽 상가,36.535009385,129.408979197
탑로또,경남 거제시 거제중앙로 1787 서원탑훼밀리마트 서원탑훼밀리마트고현점 내,34.878272407,128.627949407
영광정보통신,서울 성북구 화랑로 92 1층 우측1호,0,0
가판점(신문),서울 영등포구 양평로 48 ,0,0
우정식품,부산 동래구 온천장로 39 ,0,0
하단복권,부산 사하구 당리동 304-3번지 ,0,0
복권로또판매점,대전 동구 동대전로 223-1 ,0,0
복권명당,대전 서구 만년남로3번길 164,36.366502504,127.373056843
행운마트,경기 고양시 일산서구 송산로 331 104호,0,0
대박복권,경기 부천시 심곡본동 316-2 부천역사쇼핑몰 W6 7-2호,0,0
선경로또,충북 제천시 용두대로 59 1층,0,0
행운을주는사람들,충북 충주시 연수상가길 42 1층 복권방,36.987641681,127.931628220
푸른로또,충남 당진시 무수동로 129 여울빌딩103호,0,0
세븐일레븐광양시청점,전남 광양시 행정2길 2 ,0,0
성심상회,경북 포항시 북구 불종로 78,36.038133666,129.368002010
진교로또복권판매점,경남 하동군 진교면 민다리길 76,35.028489617,127.902963894
복권방,서울 구로구 구로동 409-80번지 1층,0,0
우리은행금호동지점앞가판,서울 성동구 장터길 46 ,37.548173348,127.020998635
쎄븐타임,서울 용산구 백범로 259 1층102호,37.540752896,126.958410118
CU 은평어드밴스힐점,서울 은평구 진관동 100-4 상가동1층 117118호 CU어드밴스힐점,0,0
일등복권편의점,대구 달서구 대명천로 220 1층,35.842200730,128.536194774
LA24시편의점,대구 달서구 달구벌대로 1005,35.853408764,128.477080275
미니스톱인천효성점,인천 계양구 안남로 551 ,0,0
초이스편의점,인천 남동구 하촌로 6  ,0,0
제일슈퍼,인천 연수구 앵고개로 242 제일상가112호,0,0
25편의점,경기 광주시 오포로 514 25편의점,37.344283831,127.212806898
제이테크복권방,경기 군포시 금산로 14 정효빌딩 ,37.363863340,126.941069647
대박슈퍼,경기 부천시 원미로 103 유림연립 마동 1층 103호,0,0
성진마트,경기 부천시 수도로 123,0,0
부자나라(CU성남중원구청점),경기 성남시 중원구 성남동 3789번지 1층,0,0
주택복권방,경기 안양시 동안구 흥안대로145번길 77 77,0,0
만복편의점,충북 청주시 흥덕구 1순환로 595 서청주의원 ,36.640272966,127.460850356
38복권방,전북 전주시 완산구 용리로 118 ,35.798181221,127.122608359
북마산복권전문점,경남 창원시 마산합포구 북성로 98 ,35.215804559,128.570848563
CU(수유대로점),서울 강북구 노해로 121 두울빌딩,37.646078128,127.024436323
CU(포레스트힐점),서울 종로구 대학로 33 1층 101호 씨유포레스트힐점,37.574044965,127.001861351
세진전자통신,대구 서구 서대구로 156,0,0
지산로또방,광주 동구 지호로 25-2 ,0,0
나눔로또,세종  장군면 도계리 154-1 CU편의점,0,0
노다지복권,강원 횡성군 문정로 52 ,0,0
쿡쿡로또명당,충북 옥천군 금장로 65 상점 세븐일레븐편의점,0,0
CU(거제해금강),경남 거제시 중곡로 15,34.894150466,128.630200277
e마트24(진양호점),경남 진주시 남강로 58 1층,0,0
완월로또,경남 창원시 마산합포구 고운로 175 한미초록빌라 세븐일레븐 내,35.197373607,128.561858833
스타복권방(스타문구),서울 서대문구 통일로 173-1,0,0
인터넷 복권판매사이트,동행복권,0,0
가판대20호,서울 송파구 송파대로 365 석촌농협앞가판대20호,37.500413147,127.111093741
나미로또,인천 미추홀구 주안동,0,0
대일슈퍼,대전 서구 월평중로24번길 48 ,0,0
한일로또나라,경기 수원시 장안구 경수대로 930 삼성홈플러스 북수원홈플러스內,0,0
다니엘사,경기 안산시 단원구 원선1로 38 두산위브아파트 101호,0,0
GS25(안산경일점),경기 안산시 상록구 성포로 45 주공11단지아파트 ,37.323547236,126.846815438
행운복권방,경기 안성시 서동대로 7184 광장휴게소 1층 복권방,0,0
진성복권방,경기 포천시 가산면 가산로 380,37.847594074,127.191140424
세븐일레븐삼척삼원점,강원 삼척시 중앙로 185 용비타워 세븐일레븐삼척삼원점,0,0
또또복권방,전북 익산시 고봉로32길 3,35.959810066,126.971689260
복조리복권방,전북 장수군 장계면 장계천변길 55-4 ,35.731074153,127.583548490
용미사진관(로또),전남 순천시 팔마로 113-1 용미사진관,0,0
여수동서상사,전남 여수시 신월로 709 대영마트내,34.734153801,127.719166930
GS25거제중곡점(로또),경남 거제시 고현동 1007-1 GS편의점 내,0,0
스파,서울 노원구 동일로 1493 상계주공아파트,37.661681647,127.058130118
동행복권방,경기 의정부시 평화로 477 ,37.734594000,127.047684339
흥양마중물,강원 원주시 치악로 2335  ,37.383692670,127.975354650
보은로또판매점,충북 보은군 보은로 167 주유소 ,36.489158374,127.717447025
대박행운복권방,충남 아산시 온천대로 104 서해안 휴게소내 편의점,36.746303029,126.866821057
탑로또,경남 거제시 거제중앙로 1787 서원탑훼밀리마트 서원탑훼밀리마트고현점 내,0,0
GS25(양산혜인점),경남 양산시 웅상대로 955,35.384863024,129.155049901
종합가판점,서울 동대문구 왕산로 205 청량리역 청량리역 4번출구 가판점,37.580218060,127.045121473
복권방,부산 부산진구 당감서로 84 202호,0,0
알리바이,광주 광산구 수등로 253 1층 알리바이,0,0
로또플러스24,광주 광산구 장신로 143 45타워 109호 로또플러스24,35.191021082,126.825881490
힐링로또,대전 대덕구 송촌남로47번길 2 ,0,0
왕대박,경기 평택시 안정로29번길 32 1층 우측,36.960741349,127.046405448
로또명당해미점,충남 서산시 남문2로 108 ,0,0
우리로또복권방,전남 여수시 무선중앙로 71 ,34.772795910,127.651793434
로또야놀자,경북 경주시 양정로 211,35.851506742,129.224011515
목화휴게소,경남 사천시 사천대로 912 목화휴게소식당 ,35.001659946,128.054022104
오케이상사,서울 서초구 신반포로 176 센트럴시티내100호매점,0,0
경기상회,인천 남동구 장승남로 42 은빛프라자 104호,37.443165136,126.736801510
행운복권방,광주 광산구 금봉로 95 1층,0,0
아스타,광주 서구 상무대로 917 ,0,0
GS25울산동구남목점,울산 동구 동해안로 27 ,0,0
로또복권방,경기 가평군 가평읍 읍내리 448-3 1층,0,0
분당고속터미널,경기 성남시 분당구 성남대로925번길 16 분당종합터미널 테마폴리스1층,37.413046999,127.127287821
행복충전소,경기 평택시 탄현로 332-2 ,37.081805112,127.056412791
황금알복권방,충북 진천군 장기길 102 ,0,0
대박로또방,전북 장수군 장천로 170 ,0,0
노다지복권방,서울 양천구 월정로 137 ,0,0
행운복권방,서울 은평구 응암로11길 3 1층 3호,37.588258601,126.916288083
묵동식품,서울 중랑구 동일로 919,37.612469709,127.077066096
라이프마트,인천 중구 연안부두로53번길 36 5호,0,0
운수대통,경기 수원시 권선구 매실로 73 ,0,0
동남슈퍼,전북 부안군 번영로 173 동남마켓 ,35.727183556,126.739255374
노다지복권방,인천 미추홀구 한나루로 400 학익시장 외7필지125호,37.443110210,126.665119336
천국열쇠,광주 북구 북문대로 157,0,0
천하명당,경기 시흥시 신천3길 26-1 1층1호,0,0
로또스튜디오,충북 청주시 청원구 사뜸로 48-1 동성교회 1층,36.666527392,127.481477977
홈짱,충북 청주시 흥덕구 서경로28번길 19 휴대폰매장내,36.617188772,127.443411386
엘도라도복권점문점,서울 광진구 용마산로 47,37.557861629,127.087688861
우리마트,인천 계양구 봉오대로743번길 25 한아름상가101 102호,0,0
로또복권판매소,인천 계양구 계양산로 186 102호,0,0
금집복권,광주 북구 첨단연신로108번길 134 ,0,0
잘찍어로또방,경기 평택시 안현로서5길 62 ,36.988439065,126.927907483
복권가판,강원 춘천시 시청길 32 1층 이마트 24,37.881056355,127.731128100
선경로또,충북 제천시 용두대로 59 1층,0,0
복돼지복권방,경북 경산시 고분길 15 CU 편의점 옆 복권방,0,0
대박상사,경남 창원시 진해구 충장로  88 알통 닭강정,0,0
삼정그린환경,서울 강동구 양재대로 1355 오스카상가136호,37.527398281,127.135617141
세븐일레븐강서화곡예스점,서울 강서구 화곡로42길 35 큐모텔 ,0,0
복권마트,서울 서대문구 세검정로 31,37.591966195,126.944931718
토큰박스7호광장점,대구 달서구 달구벌대로 1714,0,0
백송마트,광주 광산구 월계로 110 104호,0,0
백송마트,광주 광산구 월계로 110 104호,0,0
인스토어편의점,경기 고양시 덕양구 화정로 53 새롬프라자1층 100호,37.635224692,126.831892228
토큰박스,경기 남양주시 진건읍 진건오남로 112-1,37.660678795,127.179200776
행운나눔로또방,경기 화성시 한절이1길 6-13 ,37.117792513,126.915345085
로뎀,경기 화성시 주석로 237 ,37.211647950,126.855540429
CU(동해발한점),강원 동해시 발한로 207-1,37.548179519,129.108586843
6.2.3복권방,충남 아산시 고불로 759 GS25편의점내,0,0
금성복권방,전남 나주시 대호동,0,0
미나식품(로또판매점),서울 강서구 금낭화로 91-12 ,0,0
기장슈퍼,부산 기장군 기장읍 차성동로 69 ,0,0
