,name,address
2385,다산복권,경기 남양주시 퇴계원로 119 1층 편의점 내 일부
2386,광장복권판매점,경기 화성시 동탄중심상가2길 26-15 지성프라자 
2387,운수대통복권방,충남 천안시 동남구 대흥로 122 중앙시장 입구
2388,복권나라,서울 동작구 상도로 178 최안과 1층 101호
2389,코코주,서울 중구 장충단로 261-1 밀리오래 앞 가판
2390,부일카서비스,부산 동구 자성로133번길 35 
2391,경북상회,부산 연제구 고분로236번길 70 
2392,다음마트,강원 춘천시 소양로2가(소양동) 175-8 
2393,대박종합복권가로판매점,"서울 서대문구 신촌로 75,(창천동) "
2394,CU(대림중앙점),서울 영등포구 대림로 209 1층
2395,CU(대림중앙점),서울 영등포구 대림로 209 1층
2396,CU(대림중앙점),서울 영등포구 대림로 209 1층
2397,CU(대림중앙점),서울 영등포구 대림로 209 1층
2398,CU(역촌제일점),서울 은평구 갈현로 59 
2399,세븐일레븐동천점,광주 서구 유림로98번길 39 모든빌딩 
2400,성안편의점,경기 안산시 상록구 용신로 197 한영빌딩 
2401,버스가판점,경기 안양시 만안구 관악대로 55 진흥아파트앞 버스정류장
2402,팡팡복권방,충북 진천군 상산로 71 
2403,낙동복권방,경남 창원시 의창구 북면 신촌리 451-6 
2404,CU(타워팰리스점),"서울 강남구 언주로30길 56,(도곡동, 타워팰리스) "
2405,로또복권방,서울 강남구 강남대로122길 50 상명빌딩 103호
2406,복권나라,서울 관악구 남부순환로 1739-9 
2407,중구-가로가판대-37,"서울 중구 남대문로 20-2,(남대문로3가) "
2408,왕대박,부산 동래구 여고로113번길 59-4 
2409,대박로또,대구 북구 고성북로 3 고성아파트상가101동18호
2410,용두천하,광주 북구 하서로 373 
2411,행운로또복권,울산 남구 무거동 852-1 CU마트 내
2412,코리아마트,"경기 광명시 안재로14번길 27,(하안동) "
2413,복권백화점,경기 여주시 세종로 41 1층
2414,상호없음,서울 광진구 능동로 285 이마트24 군자CGV점
2415,와이케이파트너스,서울 동작구 사당로 222 1층
2416,빛고을로또,광주 광산구 소촌로 147 세븐일레븐
2417,주택복권방,"경기 안양시 만안구 수리산로 53,(안양동) "
2418,평택포승점로또,경기 평택시 여술로 24 CU편의점 내
2419,왕대박복권전문점,강원 동해시 중앙로 234 이주민상가1층18호
2420,서울로또방,충북 옥천군 옥천읍 삼금로 8 
2421,로또판매점,충북 음성군 멍심이길 90 1층 카센터
2422,로또사랑점,서울 강남구 역삼동 706-20번지 한화진넥스빌제1층106호
2423,교통카드충전,"서울 서초구 서초대로77길 3,(서초동) "
2424,구포라인점,부산 북구 시랑로 34 1층(구.김태호피자)
2425,풍인식품,인천 남동구 남동대로934번길 13 2호
2426,복권전문점,인천 부평구 원적로 437 
2427,정우,경기 용인시 처인구 백옥대로 607 G마트 대농파머스건물내
2428,건강마트,경기 하남시 신장2동 315-2번지 
2429,천하명당,충남 천안시 서북구 직산읍 수헐리 85-4 미니스탑 내
2430,새로나슈퍼,서울 강서구 강서로5나길 10 
2431,로또방,서울 성동구 왕십리로 363-1 CU 내
2432,코리아마트,대구 달서구 당산로 193 
2433,한솔사,인천 미추홀구 경인로 384 1층 1호
2434,로또삼각점,광주 북구 삼각동 755-16 
2435,대박찬스,"광주 북구 서하로 196,(오치동) "
2436,역곡역전로또,경기 부천시 경인로 506 가판대
2437,농산물직판장,"전북 군산시 백토로 128,(나운동, 현대3차아파트) "
2438,다모아복권,서울 구로구 경인로19길 4 
2439,다모아복권,서울 구로구 경인로19길 4 
2440,조은복권방,울산 남구 수암로 124 
2441,복권방,울산 동구 일산동 462-23번지 
2442,샘복권방,"울산 울주군 범서읍 천상중앙길 69,(천상리) "
2443,쌍굴다리슈퍼,경기 부천시 부천로 185 
2444,명진슈퍼,경기 의왕시 효행로 15 
2445,행복충전소,경기 평택시 탄현로 332-2 
2446,봉의산마트,강원 춘천시 춘천로 326 1층
2447,로또명당,충남 천안시 동남구 목천읍 천안대로 103 5호
2448,씨스페이스(숭인2점),서울 종로구 숭인동(숭인제2동) 178-89 
2449,사거리슈퍼,부산 사상구 감전동 118-8번지 세븐일레븐편의점
2450,세진전자통신,"대구 서구 서대구로 156,(평리동) "
2451,우리상회,인천 동구 송림동 31-16번지 
2452,소요산복권판매점,"경기 동두천시 평화로2922번길 2,(상봉암동) "
2453,대박복권방,경기 양주시 가래비길 33 
2454,둔포로또판매점,충남 아산시 충무로 1810 둔포로또판매점
2455,로또천안성남점,충남 천안시 동남구 성남면 신사대화로 148 
2456,미래유통,전남 목포시 영산로 623 
2457,외동복권,경남 김해시 동남로49번길  83 GS25 김해대동점
2458,행복나눔복권방,서울 강서구 양천로49길 4 
2459,충무로또,부산 서구 구덕로 115-2  
2460,복권명당(영남점),"대구 달서구 월배로 122,(진천동) "
2461,토큰박스,대구 동구 해동로 49 1층  CU편의잠
2462,버스매표소,인천 부평구 부평대로 3 가판
2463,포시즌마전점,인천 서구 완정로10번길 6-6 두경플라자 검단2지구37블록1롯트
2464,1등복권방,"울산 울주군 언양읍 동문길 84,(남부리) "
2465,복권나라,"경기 안산시 단원구 원본로 38,(원곡동) "
2466,영일종합장식,경기 안산시 단원구 고잔로 112 신광프라자102호
2467,로또휴게실,경기 용인시 기흥구 용구대로 1885 
2468,HX복권방,경기 이천시 경충대로 2106 현대시티프라자 현대시티플라자106호
2469,코리아마트(비산점),대구 서구 비산동 368-2번지 
2470,풍향동복권나라,광주 북구 필문대로 79 
2471,주몽동명,경기 용인시 수지구 포은대로 319 중앙빌딩 104호
2472,행운복권방,경기 포천시 솔모루로 86-1 
2473,행운로또,경기 하남시 미사강변중앙로 164 미타워 101호
2474,명성복권방,경기 화성시 경기대로 1043 
2475,부자복권방,전북 군산시 구시장로 4 
2476,복권천국,전남 목포시 비파로 29 복권천국
2477,행복나라,경남 창원시 성산구 중앙동 97-6번지 캔버라타운1층103호 위드미 내
2478,씨유제주구남중앙점,제주 제주시 구남동2길 27 
2479,천하명당복권방독산점,서울 금천구 독산로85길 16 
2480,삼육구마트,서울 양천구 목동중앙본로1길 48 
2481,심봤다복권나라,대구 북구 노원로 128  
2482,세이브슈퍼,대구 수성구 달구벌대로 2467 
2483,GS25(대전원내점),대전 유성구 진잠로66번길 58 
2484,행운복권방,경기 광주시 양벌로 329 
2485,버스표가판점,경기 안양시 동안구 흥안대로  498-2 
2486,행운복권방,경기 의정부시 충의로 55 
2487,로또편의점,전남 강진군 보은로 115  
2488,베스트원,전남 영광군 신남로 209-1 1층
2489,하이퍼,서울 영등포구 당산동4가 32-58번지 
2490,로또판매점(바이더웨이),부산 금정구 구서동 415-2번지 세븐일레븐내
2491,복권나라,인천 서구 완정로65번길 10 검단1차대주피오레아파트 검단2지구59블럭검단1차피오레아파트상가B동제비107호
2492,로또행운방,전북 전주시 완산구 효자동3가 1458-3번지 
2493,CU(구미원평점),"경북 구미시 송원서로8길 4,(원평동) "
2494,영남통상,"경북 성주군 성주읍 성주로 3228,(경산리) "
2495,해피복권,경남 창원시 마산합포구 가포로 98  1층 CU편의점 내
2496,신규판매점,서울 광진구 자양4동 829번지 현대종합상가114호
2497,욱일슈퍼,인천 부평구 경인로 1144 
2498,하나로슈퍼복권방,경기 성남시 수정구 수정로366번길 8 대경맨션 대경빌라102호
2499,버스표가판점,"경기 안양시 동안구 동안로 지하 130,(호계동) "
2500,굿타임24아산석정점(구드림통신),"충남 아산시 염치읍 충무로 230,(석정리) "
2501,행복을주는집,충남 예산군 예덕로 13 
2502,복권나라,서울 관악구 남부순환로 1739-9 
2503,신나라복권나라,서울 동대문구 이문로 201 
2504,GS25 동작양지,서울 동작구 장승배기로10길  130 상가B동 105호
2505,로또판매점(바이더웨이),부산 금정구 구서동 415-2번지 세븐일레븐내
2506,씨스페이스(범어사역점),"부산 금정구 중앙대로 2097,(남산동) "
2507,행운 마트,인천 중구 운중로 39 
2508,로또25,울산 남구 삼산동 1543-1번지 
2509,팡팡사동복권방,경기 안산시 상록구 석호로 170 1층
2510,엑스트라,경기 안성시 인지동(안성2동) 419-2 1층 엑스트라비디오
2511,행운복권방,경기 양평군 용문로 358-1 1층
2512,팡팡복권방,충북 진천군 상산로 71 
2513,부자복권방,전북 군산시 구시장로 4 
2514,대광복권방,전남 화순군 칠충로 55 대광로제비앙 대광그린상가동 1층109호
2515,행운의집제1호점,경북 안동시 영가로 24 
2516,CU(마산합성점),경남 창원시 마산회원구 율림교로 6 메트로스퀘어6 1층 CU편의점 내
2517,왕대박복권방,부산 사하구 다대동 958-15번지 친철슈퍼
2518,좋은이웃들,경기 군포시 산본천로199번길 42-4 
2519,복권전문점,경기 시흥시 정왕동 1625-6번지 105호 훼미리마트내
2520,홍천대명로또,강원 홍천군 서면 굴업리 361-7 1층 (with-me편의점)
2521,동남슈퍼,전북 부안군 번영로 173 동남마켓 
2522,제일복권,전북 전주시 완산구 홍산1길 7 전주효자SKLeadersVIEW 
2523,구산복권방,경남 김해시 가락로 291 보보스빌딩 107호
2524,재벌 로터리,부산 중구 구덕로 1 재벌마트
2525,가정슈퍼,인천 미추홀구 숙골로43번길 158-19  
2526,아리러브마트복권방,울산 중구 유곡로 19-1 
2527,로또명당구래점,경기 김포시 구래동 6683-16번지 경서프라자 106호 CU김포구래점
2528,로또방,경기 성남시 분당구 야탑로139번길 6-14  B02호
2529,로또통신,경기 안성시 장기로 36 
2530,GS25(이천현대점),경기 이천시 대월면 대흥리 1-6번지 
2531,일확천금로또판매점,충남 보령시 죽정동 691 다육농원(꽃가게)옆 점포
2532,태안로또복권방,충남 태안군 독샘로 57 
2533,CU(망우점),"서울 중랑구 망우로 410,(망우동) "
2534,갈렙분식한식,"서울 중랑구 용마산로115길 92,(망우동) "
2535,부일카서비스,부산 동구 자성로133번길 35 
2536,노다지복권방,인천 부평구 십정동 186-353번지 1층
2537,오복슈퍼,"경기 성남시 중원구 금빛로 95,(금광동) "
2538,주택복권방,경기 용인시 수지구 풍덕천로 144-1 103호
2539,복권천국,서울 서초구 서초대로 97 1층
2540,복권명당율하점,"대구 동구 율하동로23길 37,(율하동) "
2541,한국인세계대박복권,인천 연수구 한나루로197번길 34 
2542,로또복권,경기 광명시 금당로 36 8단지종합상가공유지
2543,복권백화점,경기 여주시 세종로 41 1층
2544,로또휴게실,경기 용인시 기흥구 용구대로 1885 
2545,베스트올수성점,전북 정읍시 수성2로 28 영화마을 VIDEO 
2546,복권전문점선산,경북 구미시 선산읍 완전리 11-3 세븐일레븐 편의점
2547,토큰판매점,서울 강북구 도봉로 45 가판
2548,스파,서울 노원구 동일로 1493 상계주공아파트(10단지) 주공10단지종합상가111
2549,로또복권판매대,서울 서초구 반포동 54-7번지 e-b/d1층
2550,동성당,서울 종로구 청계천로 261 
2551,명동역5번출구가판,서울 중구 퇴계로 115 
2552,복권천국,경기 부천시 부일로 502 
2553,로또(파발마점),경기 시흥시 마유로 415 역전프라자105호
2554,하이로또복권방,"경기 안양시 동안구 관악대로339번길 7,(관양동) "
2555,로또휴게실,경기 용인시 기흥구 용구대로 1885 
2556,진성식품,충북 제천시 의병대로 84 1층
2557,상우상사,경남 통영시 광도면 죽림리 1580-42번지 1층 CU편의점 內
2558,땡큐마트,대구 수성구 만촌1동 636-21번지 
2559,GS25(둔산을지점),"대전 서구 둔산로51번길 84,(둔산동) "
2560,골든복권방,울산 남구 문수로435번길 24 
2561,부강로또,"세종 부강면 부강로 34,(부강리) "
2562,행복충전소,경기 평택시 탄현로 332-2 
2563,세종로또복권방,세종  금남면 용포리 88-17번지 
2564,로또판매점,전북 장수군 장수읍 싸리재로 18 
2565,복권명당판매소,경북 의성군 안계면 용기리 851-29 
2566,목화휴게소,경남 사천시 사천대로 912 목화휴게소식당 
2567,덕성상회,서울 강서구 외발산동 424번지 강서농수산물도매시장내 1층 슈퍼
2568,헬로마트,"서울 도봉구 도봉로170길 8,(도봉동) "
2569,가로판매점,서울 송파구 올림픽로37길 109 잠실나루역 2번출구
2570,복권,서울 중랑구 망우로30길 8 105호
2571,부영마트,서울 중랑구 상봉동 108번지 
2572,모닝마트,"대구 남구 성당로18길 45-10,(대명동) "
2573,삼성로또명당,인천 계양구 하느재로 14 
2574,영진슈퍼,경기 성남시 분당구 야탑동 353-1번지 영진다이비스117호
2575,태일이엔지,경기 수원시 권선구 경수대로302번길 22 권선한양아파트 한양아파트상가 107호
2576,로또복권,경기 안산시 단원구 선부광장1로 121 중앙슈퍼 101호
2577,GS25(안산신영점),"경기 안산시 상록구 용신로 381 신영빌딩103호,104호"
2578,현대장미슈퍼,전북 익산시 동서로61길 41 현대아파트1층108호
2579,로또복권나라,전북 정읍시 연지동 315-15번지 
2580,SKY정보통신,"경북 청도군 청도읍 청화로 140,(고수리) "
2581,성심상회,"경북 포항시 북구 불종로 78,(중앙동) "
2582,대박찬스,"경남 창원시 마산합포구 자산삼거리로 16,(자산동) "
2583,대박,서울 강남구 일원로3길 55  
2584,복권명당(서부점),대구 달서구 월배로 452 
2585,김포로또,경기 김포시 돌문로 48 한솔프라자101
2586,버스표가판점,"경기 안양시 동안구 동안로 지하 130,(호계동) "
2587,강북구교통카드판매대,서울 강북구 솔샘로 260 가판
2588,우면점로또판매,서울 서초구 우면동 2-9번지 
2589,안전열쇠,인천 계양구 경명대로 1124 명인프라자102호
2590,노다지복권방,인천 미추홀구 한나루로 400 학익시장 외7필지125호
2591,역전복권방,광주 광산구 상무대로 208 1층
2592,공단마트로또점,경남 함안군 삼칠로 831 공단마트 슈퍼 옆 1층
2593,우리들마트,"부산 동래구 온천장로125번길 17,(온천동) "
2594,플러스24,광주 광산구 장신로 143 45타워 109호 로또플러스24
2595,보경복권,울산 북구 명촌6길 7 
2596,초월대박복권방,경기 광주시 경충대로 1252 
2597,장군슈퍼,경기 부천시 소사로 837 
2598,은미복권방,"경기 부천시 소사로794번길 6,(원종동) "
2599,GS25(영통번영점),경기 수원시 영통구 청명남로 50 
2600,왕대박,경기 평택시 안정로29번길 32 1층 우측
2601,CU(제천역점),충북 제천시 내토로 446 1층 CU편의점
2602,CU(제천역점),충북 제천시 내토로 446 1층 CU편의점
2603,천금복권방,충북 청주시 상당구 쇠내로 150-1 
2604,해적책대여점 복권방,충북 청주시 서원구 대원로 28 
2605,신방복권,충남 천안시 동남구 신촌로 19 101호
2606,대박복권방,전북 전주시 덕진구 건산로 252 
2607,노다지복권방,서울 강동구 천호대로170길 47 1층
2608,로또판매점,서울 관악구 관천로10길 20 1층
2609,로또복권,인천 서구 중봉대로612번길 10-20 청라프라자 1층 105호
2610,복권파는집,경남 창원시 마산회원구 3·15대로 765 
2611,봉암마트,"경남 창원시 마산회원구 양덕로 2 436-31번지, 기존주소지와 동일"
2612,GS25(계산동경점),인천 계양구 계양문화로 55 도쿄프라자1층2호
2613,복권명당,대전 중구 태평로44번길 53 유진하나아파트 하나아파트 상가 102호
2614,복권방,경기 고양시 덕양구 혜음로 8 삼라마이다스프라자 삼라마이다스프라자 제1층 제115호
2615,광성슈퍼,경기 이천시 단월로 33 
2616,올인(allin),경기 화성시 3.1만세로 1147 
2617,열린서점,전남 목포시 삼각로43번길 10 열린서점
2618,경방필백화점라이츠21호,서울 은평구  갈현동 396-11번지
2619,종합가로가판점,서울 중구 마른내로 166 
2620,샛별복권방,서울 중구 동호로10길 12 1층
2621,대진,대구 동구 안심로22길 40-3 마치프라자 제1동 제1층 제109호
2622,CU(도화향기점),인천 남구  도화동 119-44번지
2623,1등로또복권방,경기 의정부시 용현동  266-10번지
2624,CU(제천고암점),충북 제천시 고암로 69 1층 CU편의점
2625,로또명당 청원점,충북 청주시 청원구 오창읍 각리 651-3번지 금일프라자 102호
2626,현대,서울 도봉구 도봉로110길 74 
2627,가판,서울 마포구 마포대로 58 가든호텔정문옆가판
2628,탑훼미리마트,부산 해운대구 중동  1392-90번지
2629,경북윤업사,"대구 남구 대명로 161,(대명동) "
2630,로또복권사업장,"인천 미추홀구 주안로 86 주안역지하도상가 28,29,46,47호"
2631,복권방(행운열차),울산 중구 다운로 114 
2632,송내매표소,"경기 부천시 송내대로 37,(송내동) 버스정류장"
2633,로또복권,충남 천안시 동남구 봉정로 58 온달네식당 
2634,베스토아,서울 강남구 역삼로 166 세현빌딩 
2635,신동아로또판매점,서울 동작구 상도동  17-62번지
2636,GS25(성애병원),서울 영등포구 여의대방로53길 28 보성빌딩 
2637,예스24,경기 고양시 덕양구 화정동  977번지 밀레니엄타워105
2638,스파,서울 노원구 동일로 1493 상계주공아파트(10단지) 주공10단지종합상가111
2639,인더라인25,서울 마포구 성미산로 199 
2640,뉴빅마트,부산 기장군 정관중앙로 48 106호
2641,로또복권편의점,광주 광산구 송정동  890-3번지T월드 이동통신내
2642,GS25(하안연서),경기 광명시 안현로 52 중앙상가 
2643,영로또,충북 음성군 사예2길 26 골드타워 107호
2644,라이프25시,경북 구미시  구포동 536-2번지GS25편의점 내
2645,진교로또복권판매점,"경남 하동군 진교면 민다리길 76,(진교리) "
2646,삼익마트,서울 강동구 상암로 211 1층
2647,동서복권,서울 송파구 문정동  53-9번지
2648,노다지복권방,부산 중구 동광동5가  16번지
2649,로또일도점,대구 북구 학정로 421 일도프라자101호
2650,구월슈퍼,인천 남동구 문화로133번길 8-19 
2651,대박로또판매점,경기 수원시 장안구 서부로 2129-1 태양공예가구 
2652,행운복권방,경기 양평군 용문로 358-1 1층
2653,개그스토리마트 동백점,경기 용인시 기흥구 평촌1로1번길 7 101호 마실
2654,동부슈퍼로또,충남 보령시 중앙로 178 동부아파트상가107호
2655,복권천지,전남 여수시 흥국로 100 
2656,GS25(구로제일),서울 구로구 구일로4길 33 103호
2657,복권천국방,서울 마포구 동교로 92 1층
2658,천복권방,대전 대덕구 한밭대로1043번길 2 
2659,로또복권방,경기 고양시 덕양구 행신동 950-1 삼일프라자1층105호
2660,금강종합공구,경기 김포시 대곶면  율생리  350-5번지
2661,버스표가두판매점,경기 수원시 팔달구 중부대로  171-2 가로판매대11
2662,가야홀인원복권방,"경기 의정부시 체육로 306-14,(녹양동) "
2663,명성복권방,경기 화성시 경기대로 1043 
2664,로또복권,경기 화성시 사강로 172 
2665,황금로또,강원 원주시 현충로318번길 35 1층
2666,천금복권방,충북 청주시 상당구 쇠내로 150-1 
2667,중앙복권방,전북 전주시 완산구 공북로 95 
2668,목화휴게소,경남 사천시 사천대로 912 목화휴게소식당 
2669,공항로또,서울 강서구 공항대로 37 7호
2670,양평점로또판매,서울 영등포구 양평동4가  197-1번지
2671,GS25(대구교대),대구 남구 중앙대로 216 GS25 대구교대점
2672,베스트올원당,인천 서구 원당동  824-2골든벨프라자102호
2673,25시 스토리,인천 서구 가정로 322 거북프라자 104호
2674,제일슈퍼,인천 연수구 앵고개로 242 제일상가112호
2675,현암꽃플라워,"대전 동구 태전로 167,(삼성동) "
2676,토토복권방(병영점),울산 중구 병영로 11 
2677,송내매표소,"경기 부천시 송내대로 37,(송내동) 버스정류장"
2678,분당점로또판매,경기 성남시 분당구 판교로 436 홍우프라자 1층 13호 일부
2679,평촌3호점로또판매,경기 안양시 동안구 관양동 1604 1604번지
2680,일등복권,"경북 칠곡군 동명면 금암중앙길 42,(금암리) "
2681,GS25(민락중앙),부산 수영구 광안해변로 286 
2682,라이프마트,인천 중구 연안부두로53번길 36 5호
2683,드림복권방,경기 수원시 권선구 정조로 515 
2684,복권방,경기 수원시 팔달구 권광로 213 
2685,재우텔레콤,경기 하남시 신평로 74 
2686,복권왕국,충북 제천시 풍양로 108 중앙시장상가 지하145
2687,스파,서울 노원구 동일로 1493 상계주공아파트(10단지) 주공10단지종합상가111
2688,천하명당복권방,경기 수원시 팔달구 매산로 2 
2689,로또복권방,경기 파주시 금촌동  374-11번지
2690,동명슈퍼,강원 속초시 중앙로 205 GS25동명점
2691,로또행운마트,경남 김해시 능동로 177 복권판매점
2692,뚜레쥬르화곡역점,서울 강서구 강서로 178 
2693,복권나라,서울 성동구 용답중앙15길 12-1 1층
2694,천하명당복권방,"서울 성북구 정릉로 268,(정릉동) "
2695,종로3가1호선역2번출구가로판매점82호,서울 종로구 돈화문로 23 가판
2696,씨스페이스(범어사역점),"부산 금정구 중앙대로 2097,(남산동) "
2697,동성복권방,울산 동구 서부동  315-2번지
2698,싱글벙글할인마트,경기 광명시 광오로24번길 6 금반석씨티빌상가102
2699,준마트,경기 고양시 덕양구 행당로 35 
2700,로또판매점,경기 안산시 상록구 영화6길 21-1 102호
2701,가두판매점,"경기 안양시 만안구 안양로 330-1,(안양동) "
2702,로또부자세상,강원 원주시 천사로 286 1층
2703,이효민나눔로또,경남 거제시 능포로 164 1층
2704,대우할인매장,경남 창원시 성산구 정동로162번길 74 대운상가1층109
2705,썬마트,"충북 청주시 흥덕구 진재로23번길 25,(복대동) "
2706,로또복권두정점,충남 천안시 서북구 두정로 251 대원빌딩104호
2707,복권나라,전남 목포시 당가두로14번길 47-1 103호 복권나라
2708,25시슈퍼,경남 창원시 마산회원구 봉양로 75-5 
2709,행운마트,"서울 강동구 구천면로34길 71,(천호동) "
2710,삼덕상회,부산 금정구  구서1동 409-11번지하프타임 편의점 내
2711,강화상회,인천 강화군 강화읍  갑곳리  846-1번지 102호
2712,훼미리로또,광주 남구 봉선로 164 삼환빌딩 CU봉선쌍용점 내
2713,태일이엔지,경기 수원시 권선구 경수대로302번길 22 권선한양아파트 한양아파트상가 107호
2714,천하명당우만점,경기 수원시 팔달구 월드컵로369번길 4 
2715,스타마트,경북 구미시 임은길 15 
2716,대박찬스로또복권방,"경북 의성군 의성읍 문소3길 95-1,(후죽리) "
2717,로터리편의마트,경북 포항시 북구 서동로 85 육거리
2718,창원병원앞매표소,경남 창원시 성산구 창원대로 721 가판
2719,스파,서울 노원구 동일로 1493 상계주공아파트(10단지) 주공10단지종합상가111
2720,명동슈퍼,"경기 광명시 디지털로 19,(철산동) "
2721,그린마트,경기 성남시 분당구 대왕판교로 255 107호
2722,행운복권방,경기 포천시 솔모루로 86-1 
2723,인생역전로또,충북 청주시 상당구 용암동 1795번지 
2724,CU(포항오거리),"경북 포항시 북구 죽도로 33,(죽도동) "
2725,GS25(노형대림점),제주 제주시 수덕로 75 
2726,동수슈퍼문구복권,인천 부평구 동수로 101 
2727,버스표거리판매점,경기 수원시 장안구 조원동  768-10번지
2728,노다지복권방,경기 안산시 단원구 와동  779-7번지 102호
2729,터미널식품,"경기 의정부시 동일로 640,(금오동) "
2730,황금복권마트,경기 이천시 증신로325번길 5 1층
2731,원동슈퍼,"충남 보령시 대천로 28,(대천동) "
2732,GS25(두정메트로점),충남 천안시 서북구 성정두정로 12 두정메트로존 
2733,행운복권방 보생당건강원,전북 익산시 무왕로 1268 
2734,애니타임로또,대전 유성구 계룡로46번길 85 
2735,대광슈퍼,경기 군포시 고산로 679 미성프라자 미성프라자106호
2736,로또박사,경기 의정부시 신곡동  760-2번지 세명프라자1층
2737,로또스튜디오,충북 청주시 청원구 사뜸로 48-1 동성교회 1층
2738,썬마트,"충북 청주시 흥덕구 진재로23번길 25,(복대동) "
2739,Let'sgo복권유통,전북 전주시 덕진구 무삼지로 29 
2740,불국사명당복권,경북 경주시 산업로 3033 
2741,로또방,경남 창원시 의창구 봉곡로 81 
2742,GS25(구로제일),서울 구로구 구일로4길 33 103호
2743,스포츠베팅샵,서울 서초구 동산로 48 서희빌딩 104호
2744,buy the way (반포공원점),"서울 서초구 사평대로55길 123,(반포동) "
2745,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판
2746,가락하단,부산 사하구 하단동  885-9번지 세븐일레븐
2747,각골할인마트,경기 안산시 상록구 각골로 37 
2748,OK편의점,경기 이천시 중리천로 56 
2749,CU(횡성점),강원 횡성군 횡성로 401 
2750,현대복권방,충북 청주시 청원구 향군로 140-1 
2751,로또복권판매도통점,"전북 남원시 용성로 232,(도통동) "
2752,Today,서울 광진구 광나루로56길 85 테크노마트9층판매동24호
2753,버스판매소,서울 영등포구 영중로 13 신세계앞
2754,대영당안경원,"부산 동래구 충렬대로237번길 9,(수안동) "
2755,서구연희로또,인천 서구 염곡로  39 1층
2756,대전우표사,"대전 동구 중앙로204번길 16-1,(중동) "
2757,㈜현대택배권선영업소,경기 수원시 권선구 곡반정로 95-1 104호
2758,천하명당복권방,"경기 안성시 중앙로 424,(영동) "
2759,천하명당복권방,"경기 안성시 중앙로 424,(영동) "
2760,행운복권,충북 제천시 명륜로 67 1층
2761,천하제일복권명당연무점,"충남 논산시 연무읍 안심로 163,(안심리) "
2762,천하제일복권명당연무점,"충남 논산시 연무읍 안심로 163,(안심리) "
2763,성모마트,서울 강남구 역삼동  813번지
2764,로또,서울 광진구 자양4동  6-39번지
2765,버스토큰판매소,서울 구로구 시흥대로 577 꽃집 옆 가판대
2766,왕대박로또,"대구 달서구 구마로39길 88 1층 9,10,11호"
2767,동원슈퍼,"광주 남구 대남대로 277-1,(월산동) "
2768,맑은샘,광주 동구 중앙로 163 밀리오레앞도로 가판
2769,로또(파발마점),경기 시흥시 마유로 415 역전프라자105호
2770,복권나라,전남 여수시 중앙로 62 1층
2771,삼삼마트,경남 진주시 진주대로 1165-1 
2772,가로판매점,서울 관악구 과천대로 955 
2773,하이로또,서울 금천구 금하로 686 
2774,성서제일복권,대구 달서구 성서동로 320 1층
2775,세븐일레븐 현풍대로점,대구 달성군 비슬로 581 세븐일레븐현풍대로점
2776,복권명당,대구 중구 태평로1가  19-1번지
2777,대광광고사,대전 유성구 구즉로 54 
2778,로또가게,경기 용인시 기흥구 갈천로7번길 51-26 101호
2779,로또.토토.블루베리,경기 평택시 안현로서6길 7 대건빌딩 105호
2780,CU로또(구미고아점),경북 구미시 고아읍  관심리  668-9번지 CU편의점 내
2781,파워마트 복권나라,광주 북구 서하로  117 101호 (매곡동)
2782,현대25편의점,경기 고양시 일산서구 미래로 164  
2783,스파,서울 노원구 동일로 1493 상계주공아파트(10단지) 주공10단지종합상가111
2784,스파,서울 노원구 동일로 1493 상계주공아파트(10단지) 주공10단지종합상가111
2785,부일카서비스,부산 동구 자성로133번길 35 
2786,세븐일레븐 수완점,광주 광산구 장신로 68  101호
2787,로또복권방,경기 시흥시 은계호수로 31 그린타워 1층 112호
2788,25시슈퍼,경기 시흥시 함송로14번길 13-17 홍익프라자1층107호
2789,찬스365,경기 양평군 양서면  양수리  562-6번지
2790,천하명당복권방,경기 의왕시 경수대로 248 보왕빌딩 
2791,화성슈퍼,경남 창원시 의창구 남산로17번길 33 
2792,드림로또,대구 북구 침산로 153 명성푸르지오 상가 103동 B2호
2793,왕대박복권,인천 부평구 동수천로 108 1층
2794,오렌지25,경기 고양시 일산서구 고봉로 291 양우에이스스타디움109
2795,CU(횡성점),강원 횡성군 횡성로 401 
2796,행운복권,충북 제천시 명륜로 67 1층
2797,복권나라,"충북 청주시 상당구 상당로 9,(남문로1가) "
2798,돈벼락복권방,충남 논산시 시민로 337 1층 상가
2799,한솔복권방,전남 목포시 수문로 62 한솔복권방
2800,노다지훼밀리,서울 강동구 구천면로 251 
2801,상암DMC빌점,서울 마포구 상암동  1584번지 상암동DMC빌상가 104호
2802,프로토베팅샵,부산 중구 국제시장2길 5 4호
2803,CU(도화향기점),인천 남구  도화동 119-44번지
2804,훼미리마트인천선학점,인천 연수구 청량로242번길 10-6  
2805,대야지복권,광주 남구 회재로 1255-1 
2806,로또판매점(복권방),경기 군포시 당동  921-5번지 금강프라자1-110호
2807,미소로또,경기 남양주시 가운로1길 17 마이라이프 오피스텔
2808,행운슈퍼 복권사는날,"경기 부천시 경인로 148,(송내동) "
2809,GS25(수원황골),"경기 수원시 영통구 봉영로 1761,(영통동) "
2810,GS25(수원황골),"경기 수원시 영통구 봉영로 1761,(영통동) "
2811,엑스트라,경기 안성시 인지동  419-2번지 1층 엑스트라비디오
