,name,address
955,이마트24당진합덕점,충남 당진시 합덕읍 덕평로 561 
956,로또복권,경북 김천시 신음새동네길 13 
957,버스카드판매대,서울 관악구 신림로 145-2 
958,다모아복권,서울 구로구 경인로19길 4 
959,로또온천장점,부산 동래구 중앙대로 1520 북쪽출구 빵집
960,영재서적해강점,부산 해운대구 해운대로 428 올림픽타운상가101호
961,로또명당,대구 북구 동천동 878-4번지 
962,GS로또(호계수성),울산 북구 호계동(농소1동) 277-2 GS편의점
963,한아름 복권판매점,경기 광주시 광동로 50 
964,복권닷컴,강원 양양군 양양읍 양양로 62 
965,봉황로또,전북 임실군 호국로 1721  
966,이마트24구미황상점,"경북 구미시 수출대로 555,(인의동) "
967,가판 창동역점,서울 도봉구 마들로11길 73 창동역문화마당앞
968,토큰판매소,서울 송파구 바람드리길 62 
969,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판
970,다인로또,부산 기장군 정관로 830 동부산합동공인중개사 
971,슈퍼복권나라,부산 부산진구 범일로142번길 31 1층 복권방
972,대원슈퍼마켓,부산 수영구 수영로 524 
973,마두역상행선 가판대,경기 고양시 일산동구 중앙로 1181 교보생명 일산사옥 마두역상행선가판대
974,차부상회,경기 김포시 통진읍 조강로 50 
975,대박천국,경기 부천시 수도로 194 중앙블리체 108호
976,백석상회,경기 양주시 백석읍 양주산성로 550 
977,동명슈퍼,강원 속초시 중앙로 205 GS25동명점
978,복권나라,서울 관악구 남부순환로 1739-9 
979,대만상사,서울 성북구 보국문로11길 30 
980,종합가로판매점113호패션TV앞,서울 중구 을지로 264 롯데 FiTin 
981,행운을주는사람들,충북 충주시 연수상가길 42 1층 복권방
982,행운을주는사람들,충북 충주시 연수상가길 42 1층 복권방
983,이마트24보령골드점,충남 보령시 대천방조제로 20 주2동 1~2호
984,역전복권방,충남 예산군 아리랑로 7 
985,또또복권방,"전북 익산시 고봉로32길 3,(영등동) "
986,노다지복권방,전남 여수시 봉산1로 12 
987,강일코사할인마트,서울 강동구 고덕로97길 29 강일리버파크9단지아파트 105호
988,천일슈퍼,서울 구로구 구로3동 1124-72번지 
989,꽃제비칼국수,"서울 노원구 광운로12길 13,(월계동) "
990,한양슈퍼복권,"서울 성북구 지봉로24길 65,(보문동5가) "
991,복권명당,서울 중랑구 면목로 362 1층
992,형제상회,"대전 서구 계룡로 664-1,(용문동) "
993,GS25(고양주교점),경기 고양시 덕양구 마상로113번길 68 1층 3호
994,GS25(고양주교점),경기 고양시 덕양구 마상로113번길 68 1층 3호
995,GS25(고양주교점),경기 고양시 덕양구 마상로113번길 68 1층 3호
996,드림복권전문점,경기 평택시 평남로 651 
997,천하명당복권방,경기 평택시 오성면 죽리 1-6 마키리오스빌딩1층107호
998,홍익슈퍼,강원 강릉시 가작로 311 복권판매점
999,행운로또,충북 진천군 덕금로 792 편의점 내
1000,CU(정읍인네점),"전북 정읍시 조곡천1길 60,(시기동) "
1001,탑로또,경남 거제시 거제중앙로 1787 서원탑훼밀리마트 서원탑훼밀리마트고현점 내(계룡온천옆)
1002,천하명당로또,서울 은평구 증산로9길  17 
1003,이마트24 일산덕이점,경기 고양시 일산서구 미래로 164  
1004,럭키복권방,경기 수원시 영통구 센트럴타운로 15 아이플렉스 아이플렉스104호
1005,꿀단지로또,경기 평택시 여술1길 100 평택스마트빌포레 101-B호
1006,왕대박복권,전북 전주시 덕진구 가련산로 17 
1007,오로라복권방,서울 광진구 뚝섬로 625 국민은행자양동지점 50m
1008,가판대,서울 도봉구 마들로 859-19 도봉산역 1번출구앞 가판대
1009,돈벼락맞는곳,"부산 동구 조방로49번길 18-1,(범일동) "
1010,복권전문점,인천 부평구 원적로 437 
1011,일등로또,인천 서구 청라커낼로 252 청라 롯데캐슬 제비동 제1층 107호  CU청라캐슬점
1012,버스매표소 복권판매소,인천 중구 우현로 69 중앙로지하상가 163호
1013,대박마트,"대전 중구 충무로 124,(대사동) "
1014,천사마트,충남 천안시 서북구 두정로 117 상가1층6호
1015,알리바이(나주점),전남 나주시 나주로 142 알리바이
1016,씨스페이스(범어사역점),"부산 금정구 중앙대로 2097,(남산동) "
1017,교통카드충전소,경기 고양시 덕양구 화정로 지하 60 화정역 2번출구
1018,행복한사람들 (흥부네),경기 광주시 곤지암읍 경충대로 763 
1019,매탄동슈퍼,경기 수원시 영통구 매봉로49번길 51 
1020,행운을주는로또판매점,경기 안산시 단원구 초지로 90 태영프라자 태영프라자111호
1021,퓨전로또판매점성동점,"경북 경주시 원화로 291,(성동동) "
1022,버스토큰판매소,서울 구로구 시흥대로 577 꽃집 옆 가판대
1023,마두역상행선 가판대,경기 고양시 일산동구 중앙로 1181 교보생명 일산사옥 마두역상행선가판대
1024,LG슈퍼,경기 광명시 연서로 10 
1025,노다지복권방서정지점,경기 평택시 서정역로 23 
1026,충무로또45국도점,충남 아산시 충무로 647 
1027,제일복권,경남 양산시 양산역2길 7 대상골드타워 103호 복권판매점
1028,행운로또복권방,경남 창원시 진해구 안골로 298 B1층 복권판매점
1029,엘도라도복권점문점,"서울 광진구 용마산로 47,(중곡동) "
1030,가판14호,서울 중구 퇴계로 37 
1031,동해복권전문점,강원 동해시 발한로 226-1 
1032,로또복권 하대점,경남 진주시 도동로 188 
1033,소문난복권명당,"서울 성북구 돌곶이로 29,(석관동) "
1034,한주복권방,인천 연수구 인권로 9  1층 CU
1035,안성맞춤,경기 안성시 안성맞춤대로 1099-1 
1036,행운나라복권방,"경기 안양시 만안구 충훈로 95,(석수동) "
1037,황금복권,강원 원주시 단계동 808 삼익상가 105호
1038,편의점사랑(그린신화점),"충북 청주시 청원구 충청대로 53,(내덕동) "
1039,세븐일레븐광천중앙로또판매점,충남 홍성군 충절로 966 1층 세븐일레븐 편의점내
1040,기찬복권방,전남 영암군 중앙로 79 1층
1041,미나식품(로또판매점),서울 강서구 금낭화로 91-12 
1042,세진전자통신,"대구 서구 서대구로 156,(평리동) "
1043,버스표판매소,경기 고양시 덕양구 중앙로557번길 7-23 비금빌딩앞
1044,마두5번출구가판로또,경기 고양시 일산동구 중앙로 1200 삼희골드프라자 
1045,포유25대호점,경기 오산시 대호로  104 
1046,썬마트,"충북 청주시 흥덕구 진재로23번길 25,(복대동) "
1047,가판점,서울 서초구 효령로 283 가판
1048,인터넷 복권판매사이트,동행복권(dhlottery.co.kr) 
1049,버스매표소,인천 부평구 부평대로 3 가판
1050,하늘과바다,인천 부평구 부개동 67-9번지 
1051,장터슈퍼,"대전 동구 대전로 663-2,(인동) "
1052,대박로또방,경기 광명시 광명동 158-789번지 1층편의점
1053,GS25(상동서해점),"경기 부천시 소향로 25 서해프라자106,7호"
1054,행운복권방,경기 수원시 권선구 구운로 46-1 103호
1055,로또복권판매점,경기 안산시 상록구 구룡로 14 
1056,부발로또,경기 이천시 무촌로 95 1층
1057,꿈로또복권전문점,"강원 강릉시 옥천로 47,(옥천동) "
1058,복권방,강원 원주시 관설동(반곡관설동) 1702-1 1층 (CU)
1059,CU고창강호점,전북 고창군 중거리당산로 88 굿모닝빌 1층 103호 CU편의점 내
1060,로또편의점,전북 전주시 덕진구 아중로 173 
1061,현아비디오로또,전남 순천시 풍덕주택길 90 현아비디오내
1062,종합복권방,전남 해남군 해남로 34 종합복권방편의점 
1063,범어로또판매점,경남 양산시 목화로 52 좌측 복권판매점
1064,한일로또,인천 남동구 경인로 664-1 1층점포101호
1065,행운슈퍼,대전 대덕구 오정로100번길 37 
1066,천동마트,대전 동구 천동(효동) 119-4 
1067,우리로또복권,"경기 연천군 청산면 청신로 91,(초성리) "
1068,근대화온천슈퍼,충남 아산시 삼동로 94-1 
1069,현대마트휴게실,전북 군산시 경포천동길 26 
1070,북마산복권전문점,경남 창원시 마산합포구 북성로 98 
1071,운수대통가판점,서울 성동구 왕십리로 327 
1072,GS25(서면제일점),부산 부산진구 부전동 220-1 
1073,남경슈퍼,"부산 연제구 연수로 204-1,(연산동) "
1074,포시즌신리점. 은비복권,부산 연제구 연수로 144 포시즌실리점 내
1075,로또구영편의점,울산 울주군 범서읍 구영로 100 구영프라자1층111호
1076,태양정보통신,경기 광주시 고불로 56 상가1층
1077,에이원,"경기 안양시 동안구 관평로319번길 29,(관양동) "
1078,나나 복권판매소,경남 양산시 상북중앙로 319 엘지홈장식 
1079,가로가판대,서울 관악구 시흥대로 572 한성빌딩 
1080,가로가판대,서울 관악구 시흥대로 572 한성빌딩 
1081,가로가판대,서울 관악구 시흥대로 572 한성빌딩 
1082,베스토아(용전2호),대전 동구 동서대로 1689 복합터미널서관1층59호
1083,세븐일레븐 로또판매점,경기 광주시 오포읍 신현리 399-3 
1084,대박로또점,경기 구리시 갈매동 604-2 1층 세븐일레븐
1085,동탄 반송 복권방,경기 화성시 동탄반송3길 68 103호
1086,로또명당,충남 천안시 동남구 목천읍 천안대로 103 5호
1087,드림로또,전북 전주시 덕진구 소리로 198 꿈이있는교회 
1088,훼미리마트 우아대로점,"전북 전주시 덕진구 건산로 276,(우아동2가) "
1089,제철로또대리점,전남 광양시 광장로 125 시티프라자A동116호
1090,해피데이24복권,경북 고령군 다산면 평리리 253-2번지 
1091,행운의집,경북 안동시 퇴계로 104 1층 행운의집 복권방
1092,영광정보통신,서울 성북구 화랑로 92 1층 우측1호
1093,복권방,부산 사하구 장림번영로 25 
1094,로또복권,대구 북구 연암로22길 1 1층 복권판매점
1095,CU로또,인천 미추홀구 인주대로 128 서광조명상사 
1096,로또복권방,인천 연수구 독배로40번길 7 103호
1097,새상무복권,광주 서구 치평로 30 수암빌딩 1층 102호
1098,교통카드충전소,경기 고양시 덕양구 화정로 지하 60 화정역 2번출구
1099,로또복권슈퍼(국제꽃화원),"경기 의정부시 동일로 681,(금오동) "
1100,복권나라,강원 삼척시 도계읍 도계리 393-1번지 
1101,로또명당인주점,충남 아산시 서해로 519-2 
1102,제일복권,경남 양산시 양산역2길 7 대상골드타워 103호 복권판매점
1103,미나식품(로또판매점),서울 강서구 금낭화로 91-12 
1104,CU마차길점복권방,서울 금천구 두산로 50 CU독산마차길점 편의점
1105,천하명당복권방동소문점,서울 성북구 아리랑로5길 12-2 
1106,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판
1107,신간판,서울 중구 무교로 24 
1108,돈벼락맞는곳,"부산 동구 조방로49번길 18-1,(범일동) "
1109,코리아로또,부산 북구 구포동 587-5번지 누리마트내코너
1110,CU(알리앙스점),"대구 달서구 달구벌대로 1562,(감삼동) "
1111,대박천하마트,인천 부평구 굴포로 48 
1112,씨네월드매곡점,광주 북구 매곡로 70 
1113,버스표판매소,경기 고양시 덕양구 화신로 76 샘터마을1단지아파트 971번지선
1114,한아름복권방(매탄점),경기 수원시 영통구 권선로 808 
1115,CU(여주ＩＣ점),경기 여주시 세종로 390 
1116,유방매표소,경기 용인시 처인구 백옥대로 1388 쌍용추어탕 
1117,로또복권방,경기 의왕시 효행로 42 
1118,노다지복권,강원 삼척시 중앙시장1길 27 인화상가 A-106호
1119,월드마트,"충북 청주시 흥덕구 장구봉로129번길 2,(복대동) "
1120,천하제일복권명당연무점,"충남 논산시 연무읍 안심로 163,(안심리) "
1121,싱글벙글6/45,부산 연제구 중앙대로 1041 좌측 싱글벙글복권방
1122,하늘과바다,인천 부평구 부개동 67-9번지 
1123,둔포로또판매점,충남 아산시 충무로 1810 둔포로또판매점
1124,씨유 영주 가흥대로점,경북 영주시 가흥동 1821 CU가흥대로점
1125,대박찬스,"경남 창원시 마산합포구 자산삼거리로 16,(자산동) "
1126,서하네,"서울 구로구 개봉로20길 66,(개봉동) "
1127,돈벼락맞는곳,부산 서구 구덕로 194 
1128,대운,경기 김포시 대명항로 209 
1129,터미널편의점1층,경기 수원시 권선구 권선동 1189 수원복합터미널1301호
1130,행운로또판매점,경기 시흥시 서울대학로278번길 19-14 배곧프라자 109호
1131,마이더스로또복권방,"경기 안양시 동안구 안양판교로 12-2,(관양동) "
1132,우두로또,강원 춘천시 영서로 2786 1층
1133,복권명당,"경북 경산시 경안로 214,(중방동) "
1134,세방매점,경북 경주시 산업로 4447 (용강동)
1135,죽림프라자,경남 통영시 신죽1길 90 죽림프라자 1층 105호 CU편의점
1136,지원물산,"서울 노원구 공릉로 108,(공릉동) "
1137,우미6호가판점,서울 서대문구 충정로5길 2 
1138,전원레코드,부산 북구 효열로 226 
1139,천하명당복권,"대구 북구 칠곡중앙대로 545,(읍내동) "
1140,씨스페이스(범물청구점),대구 수성구 범물동 1277-11번지 
1141,충남상회,인천 미추홀구 샛골로 74 
1142,로또,"경기 구리시 갈매순환로  96 102호(갈매동,오대타워)"
1143,북문복권방,경기 수원시 장안구 정조로 927-1 생맥주타운 
1144,25시슈퍼,경기 시흥시 함송로14번길 13-17 홍익프라자1층107호
1145,태양복권방,경기 파주시 문산읍 사임당로 138-1 
1146,천하명당,강원 철원군 금학로 195-2 현대이발관 
1147,로또복권방분평점,충북 청주시 서원구 월평로 78 
1148,복권판매점,충남 서산시 고운로 164 미림화랑 옆 1층 상가
1149,활력,충남 서산시 고운로 202 
1150,오름복권,경남 김해시 진례로 277 2호 복권판매점
1151,목화휴게소,경남 사천시 사천대로 912 목화휴게소식당 
1152,Goodday복권전문점,경남 창원시 성산구 반송로50번길 14 
1153,대일슈퍼,대전 서구 월평중로24번길 48 
1154,버스표판매소,경기 고양시 덕양구 화신로 76 샘터마을1단지아파트 971번지선
1155,나이키로또복권방,경기 광주시 경충대로 891-16 
1156,CU(구리토평점),"경기 구리시 벌말로 188,(토평동) "
1157,나눔로또,경기 수원시 팔달구 정조로 791 병원 앞 가판점
1158,나도로또,경기 파주시 동패동 1759-6번지 씨티타워104호
1159,407억당첨가판점,강원 춘천시 중앙로 65 국민은행앞 가판
1160,학우사혜진로또판매점,경북 울진군 읍내2길 13-3 울진시장내
1161,해피복권,경남 창원시 마산합포구 가포로 98  1층 CU편의점 내
1162,GS25(진해제일점),"경남 창원시 진해구 중원로 87,(화천동) "
1163,교통카드판매대,서울 강동구 고덕로 397 구서울승합종점앞
1164,열린복권방,부산 사상구 괘법동 546-16번지 프라자슈퍼
1165,로또나라,"대구 남구 장전1길 30-21,(대명동) "
1166,복권천국,인천 남동구 석산로 120 
1167,천일복권방,울산 중구 반구정6길 60 1층건물내
1168,한꿈복권방,울산 중구 번영로  586 복권방
1169,대박찬스,경기 광주시 송정로 69 나산상가1층4호
1170,팡팡마트,경기 남양주시 진건오남로522번길 3 102호
1171,행복미니슈퍼,경기 부천시 부일로 409 
1172,로또휴게실,경기 용인시 기흥구 용구대로 1885 
1173,인제복권방,"강원 인제군 인제읍 비봉로 11-1,(상동리) "
1174,로또복권초당판매점,전남 무안군 무안읍 성남리 88-1번지 CU편의점
1175,행운의집제1호점,경북 안동시 영가로 24 
1176,우일,서울 송파구 마천로 235 
1177,무지개복권,경기 오산시 현충로 95 
1178,프림,경기 평택시 서해로 1402 
1179,왕대박복권방,충북 청주시 청원구 두릉유리로 1119 
1180,NG24,"경북 칠곡군 석적읍 북중리3길 59,(중리) "
1181,GS25(트윈테크점),서울 금천구 가산디지털1로 119 SK트윈테크타워 SK트윈테크타워A동-103호
1182,스파,서울 노원구 동일로 1493 상계주공아파트(10단지) 주공10단지종합상가111
1183,다산복권,경기 남양주시 퇴계원로 119 1층 편의점 내 일부
1184,일죽휴게소복권,경기 안성시 일죽면 월정리 481-4 일죽휴게소내 세븐일레븐 일죽휴게소점
1185,줄줄이복권방,경기 오산시 부산동(중앙동) 778-8 1층 105호
1186,로또팡팡 토토팡팡,전북 군산시 지곡로 30 
1187,시흥식품,서울 금천구 시흥대로63길 13 1층
1188,럭키복권방,서울 도봉구 노해로63길 79 우림빌딩106
1189,갈렙분식한식,"서울 중랑구 용마산로115길 92,(망우동) "
1190,부일카서비스,부산 동구 자성로133번길 35 
1191,복권명당,"대전 서구 만년남로3번길 164,(만년동) "
1192,백석고앞 정류장 로또판매점,경기 고양시 일산동구 일산로 196 대길프라자 1층 104호
1193,코아복권방,경기 오산시 궐동 631-1번지 GS25(궐동코아점)
1194,로또판매점,경기 포천시 호국로 1900 
1195,팡팡복권방,충북 진천군 상산로 71 
1196,복덩어리,충북 청주시 서원구 호국로25번길 1 
1197,로또복권방,충북 청주시 청원구 내수로 725-1 타일·욕실리모델링 디지털프라자 옆
1198,씨스페이스(삼계가야점),경남 김해시 삼계동 1462-9번지 102호
1199,로또복권하대점,경남 진주시 도동로 188 
1200,석촌로또,제주 제주시 조천읍 함덕리 1002-16 GS25
1201,스파,서울 노원구 동일로 1493 상계주공아파트(10단지) 주공10단지종합상가111
1202,제이복권방,서울 종로구 종로 225-1 평창빌딩 1층 103호
1203,다연마트,서울 중랑구 겸재로 122 
1204,돈벼락맞는곳,부산 사상구 낙동대로 910 마트월드 A-160호
1205,위너로또,인천 남동구 구월남로 212  동원프라자 101호
1206,찬스복권방,인천 부평구 육동로 20-1 1층
1207,GS25(십정센터점),인천 부평구 열우물로 161 B동
1208,신흥엑스포쇼핑,인천 서구 가석로156번길 20 
1209,행복로또,광주 동구 남문로 699 행복로또
1210,대박나라,대전 유성구 유성대로720번길 39 
1211,역전광장상회,경기 파주시 금촌1동 329-19번지 
1212,행운복권방,경기 평택시 서정남로 131 
1213,대박찬스,전북 군산시 칠성로 164 
1214,나이스로또복권,전남 여수시 이순신광장로 210 
1215,행운복권방(감포),경북 경주시 감포로 141 
1216,GS25(양재삼익점),서울 서초구 바우뫼로 184 향천빌딩 향천빌딩 105호
1217,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판
1218,토큰판매복권담배,서울 송파구 가락동(가락2동) 164-20 
1219,영화마을운남점,광주 광산구 하남대로 299 1층 영화마을
1220,GS25(안산고잔점),경기 안산시 단원구 광덕서로 62 법조타운108호
1221,한아름매점,충남 홍성군 광천로 330 
1222,진우복권명당,"경북 경산시 경산로15길 1-11,(옥곡동) "
1223,GS25(영천ic점),"경북 영천시 영천아이시로 66,(봉동) "
1224,반딧불로또,경남 거제시 아주동 1696-6 1층 cu편의점 내
1225,천하명당복권방,경남 거제시 옥포성안로 60 
1226,제이엠정보통신,경남 함안군 함안대로 552 1층
1227,노다지 노원역점 복권방,"서울 노원구 상계로 78,(상계동) "
1228,나눔로또수입과자,"서울 성북구 삼선교로 87,(삼선동4가) "
1229,럭키,부산 북구 시랑로 138 
1230,경동G-PLUS할인마트,부산 해운대구 세실로 30 경동G-PLUS아파트상가103
1231,세진전자통신,"대구 서구 서대구로 156,(평리동) "
1232,버블샵카페 고래의꿈,광주 광산구 목련로273번길 88 운남주공아파트 상가108호
1233,황금도끼복권방,경기 광주시 능평로 201 
1234,혹시나도,충북 음성군 감곡면 왕장리 521-9번지 복권방
1235,일등복권편의점,대구 달서구 대명천로 220 1층
1236,하나마트(하남4번로),광주 광산구 하남산단4번로 172 로또카페
1237,장고분로또(토토편의방),광주 광산구 월계로 144 1층
1238,하나마트(하남4번로),광주 광산구 하남산단4번로 172 로또카페
1239,은미복권방,"경기 부천시 소사로794번길 6,(원종동) "
1240,로또카페,경기 평택시 관광특구로 13 1층102호
1241,남평로또점,전남 나주시 남평1로 12 파평회관 파평회관 1층
1242,조례로또복권방,전남 순천시 봉화2길 58 조례로또복권방
1243,북마산복권전문점,경남 창원시 마산합포구 북성로 98 
1244,삼호복권,"서울 도봉구 도봉로 457,(쌍문동) "
1245,서초대박로또,서울 서초구 서초동(서초1동) 1673-10 
1246,바이더웨이녹번중앙점,서울 은평구 갈현로 88 은평성심의원 1층 우측 두번째 점포
1247,제이복권방,서울 종로구 종로 225-1 평창빌딩 1층 103호
1248,성광복권명당,부산 연제구 과정로 335 
1249,일등복권편의점,대구 달서구 대명천로 220 1층
1250,서창동 로또방,인천 남동구 서창남순환로 222 센타프라자 1층 106호
1251,천하제일복권명당유성점,대전 유성구 유성대로654번길 111 
1252,차부상회,경기 김포시 통진읍 조강로 50 
1253,행운을주는로또판매점,경기 안산시 단원구 초지로 90 태영프라자 태영프라자111호
1254,복만이복권,경기 오산시 은계동(신장동) 13-15 
1255,드래곤복권,경기 용인시 기흥구 중부대로 814  
1256,행운,경기 용인시 기흥구 언남동(구성동) 336-7 
1257,행운복권방,"충북 청주시 흥덕구 복대로 207,(복대동) "
1258,터미널슈퍼,충북 청주시 흥덕구 풍년로150번길 10-2 
1259,도소매복권방,전남 광양시 광영로 146 
1260,원스탑,서울 송파구 백제고분로7길 39 고려빌딩 
1261,은혜,"서울 중랑구 면목로91길 46,(상봉동) "
1262,후생사제3매장,"대전 동구 비래서로42번길 105,(가양동) "
1263,그린로또,"대전 중구 대종로 674,(중촌동) "
1264,로또휴게실,경기 용인시 기흥구 용구대로 1885 
1265,CU(광탄개나리점),경기 파주시 혜음로 1139 훼미리마트 화설프라자
1266,불티나,강원 춘천시 춘천로 418-1 1층
1267,현대로또판매점,충남 서산시 율지5로 16 
1268,울릉로또,경북 울릉군 봉래2길 32-14 1층 울릉로또&커피
1269,대박나라,서울 마포구 망원로 86 부광 
1270,행운복권방,"서울 성동구 동일로 71,(성수동2가) "
1271,복권천국(덕포점),부산 사상구 사상로309번길 39 
1272,럭키뱅크,"대전 동구 계족로 491,(용전동) "
1273,대박복권,경기 부천시 원미구 심곡동(심곡2동) 173-1 실주소 : 경기 부천시 원미구 심곡동 316-2 부천역 지하상가 w6 7-2 호
1274,용꿈돼지꿈복권방,경기 시흥시 하중로 235 법조타운103호
1275,로또천국,충북 충주시 금봉1길  48 1층
1276,삼양오아시스,제주 제주시 삼양이동(삼양동) 2142-6 1층 CU삼양대로점
1277,정화식품,부산 동래구 충렬대로 248 
1278,운수대통복권방,부산 부산진구 전포대로200번길 13 
1279,로또흑석점,광주 광산구 흑석동 595 CU편의점 내
1280,GS25(수원삼성점),경기 수원시 영통구 매탄동 1267-7번지 중앙프라자104호
1281,헬로복권,경기 안성시 중앙로 88 
1282,신세계로또,경기 양평군 공흥로 29 1층
1283,1등행운로또,충남 아산시 온천대로 1315 한성아파트 
1284,터미널매점,충남 예산군 군청로3길  16 이마트24 내
1285,베스트원,전남 영광군 신남로 209-1 1층
1286,주택복권2호점,경북 구미시 금오시장로 13 114호
1287,씨유(진해제일점),경남 창원시 진해구 덕산로46번길 2 동부회센타 1층 102~105호
1288,성산복권방,제주 서귀포시 성산읍 고성리 1197-8 
1289,GS25(제주삼화점),제주 제주시 화삼북로2길 32 
1290,갈렙분식한식,"서울 중랑구 용마산로115길 92,(망우동) "
1291,갈렙분식한식,"서울 중랑구 용마산로115길 92,(망우동) "
1292,갈렙분식한식,"서울 중랑구 용마산로115길 92,(망우동) "
1293,갈렙분식한식,"서울 중랑구 용마산로115길 92,(망우동) "
1294,갈렙분식한식,"서울 중랑구 용마산로115길 92,(망우동) "
1295,로또복권,부산 동구 범일동 830-200번지 한양아파트3동상가1층 세븐일레븐
1296,복권명당(서부점),대구 달서구 월배로 452 
1297,로또세븐죽전점,대구 달서구 성서공단남로 37 1층 117호
1298,대박(토토),광주 북구 군왕로 196 
1299,영통대박복권,경기 수원시 영통구 법조로149번길 101 1층 101호 CU편의점 내
1300,행복정보통신,경기 연천군 연천읍 연천로 264-1 
1301,대성기획,경기 용인시 기흥구 구성로 75-1 
1302,행운로또,경기 하남시 미사강변중앙로 164 미타워 101호
1303,복권나라,전북 군산시 번영로 891 
1304,구례로또,전남 구례군 구례읍 로터리길 2-1 
1305,스파,서울 노원구 동일로 1493 상계주공아파트(10단지) 주공10단지종합상가111
1306,로또 마트,서울 서초구 서초대로56길 28 에스티에스 빌딩 102호 (이마트24)
1307,대박로또,서울 성동구 용답19길 11 
1308,호반할인마트,광주 광산구 도산로9번길 40 
1309,금도끼복권방,경기 양평군 용문로 812 1층
1310,로또복권,경기 평택시 중앙2로 42 
1311,한성로또복권,"강원 정선군 고한읍 고한9길 40,(고한리) "
1312,로또천국,충북 충주시 금봉1길  48 1층
1313,J마트,경남 진주시 도동천로 131 
1314,오로라복권방,서울 광진구 뚝섬로 625 국민은행자양동지점 50m
1315,고경식품,서울 구로구 경인로 381 
1316,오케이상사,서울 서초구 신반포로 176 센트럴시티내100호매점
1317,대박복권방,"서울 성북구 돌곶이로 60,(석관동) "
1318,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판
1319,복권명당,"대구 동구 효동로 45,(효목동) "
1320,명당골복권방,경기 수원시 권선구 동수원로242번길 15 104호
1321,명당골복권방,경기 수원시 권선구 동수원로242번길 15 104호
1322,대박복권방,"경기 연천군 전곡읍 온골로 57-1,(전곡리) "
1323,거진터미널로또복권판매점,강원 고성군 거진읍 거진길 21-2 거진터미널
1324,복권명당,"충남 공주시 번영1로 41,(신관동) "
1325,복돼지복권방,전북 익산시 선화로1길 4 배산시티프라자 배산시티프라자 1층 107호
1326,가로판매점,서울 강서구 공항동 53-41번지 가판
1327,소리창고,서울 강서구 강서로 306 
1328,꿈이현실로,"서울 중구 청계천로 182,(주교동) "
1329,프로토베팅샵,부산 중구 국제시장2길 5 4호
1330,로또대박파티마삼거리,대구 동구 아양로 119 이노PC방
1331,승차권판매소(서구청1호점),"대구 서구 국채보상로 257,(평리동) "
1332,정다운복권 조이마트,인천 부평구 충선로 171 1층
1333,마두5번출구가판로또,경기 고양시 일산동구 중앙로 1200 삼희골드프라자 
1334,로토피아,경기 광명시 오리로 371 상가1층102호
1335,패밀리복권방,경기 광주시 오포읍 오포로 122 
1336,광주역점(천운당),경기 광주시 역동로 107 
1337,대박,"경기 안양시 동안구 관평로170번길 33,(관양동) "
1338,구구상사,경기 용인시 기흥구 구갈동 374-7번지 1층 편의점
1339,동부대박복권방,경북 문경시 신흥로 234 동부코사마트
1340,팬더복권,경북 포항시 남구 오천읍 충무로 40-1 
1341,조이풀JOYFUL,부산 동구 범일동(범일제2동) 830-90 한양상가1-1
1342,영희복권,부산 사상구 괘법동 526-51번지 CU사상서부점 내
1343,복권방,부산 사하구 장림번영로 25 
1344,혜인상사,부산 사하구 괴정동 955-2 
1345,복권명당,"대전 중구 목중로54번길 2,(중촌동) "
1346,CN마트,울산 동구 대학길 76 1층102호
1347,스카이편의점,"경기 안양시 만안구 박달로 527,(박달동) "
1348,도소매복권방,전남 광양시 광영로 146 
1349,해피데이24복권,경북 고령군 다산면 평리리 253-2번지 
1350,세븐일레븐,서울 양천구 중앙로36길 15 목동힐스테이트 104호
1351,에브리데이,울산 동구 대송로 103-1 
1352,수기로또천하,경기 화성시 송산포도로 82 제A동 5호
1353,미나식품(로또판매점),서울 강서구 금낭화로 91-12 
1354,로또행운마트,서울 양천구 남부순환로 327 1층
1355,하나열쇠,부산 남구 용호로 179 
1356,일등복권편의점,대구 달서구 대명천로 220 1층
1357,마이마트,인천 서구 탁옥로 76 한국상가제1층101호
1358,NBA(엔비에이),인천 중구 신도시남로142번길 6 1동 1층 128호
1359,NBA(엔비에이),인천 중구 신도시남로142번길 6 1동 1층 128호
1360,대박찬스,경기 성남시 중원구 산성대로 392 
1361,대박로또,충남 공주시 유구읍 중앙2길 70 1층
1362,달성로또복권판매소,충남 아산시 온천대로 1531 
1363,천안역로또토토복권방,충남 천안시 동남구 대흥로 237 아시아마트내
1364,king편의점,충남 태안군 서해로 1988 2호
1365,가자복권천국,전남 목포시 신흥로45번길 2 
1366,양산덕계점(로또),경남 양산시 평산6길 6 칠암바다장어 복권판매점
1367,북문복권방,경기 수원시 장안구 정조로 927-1 생맥주타운 
1368,하이웨이로또판매점,경기 의왕시 오전로 24 경기남부도로 상행선
1369,양산덕계점(로또),경남 양산시 평산6길 6 칠암바다장어 복권판매점
1370,나눔로또봉평점,경남 통영시 도남로 81 
1371,대박로또,서울 관악구 은천로 177 103호
1372,헬로마트,"서울 도봉구 도봉로170길 8,(도봉동) "
1373,가판점,서울 서초구 효령로 283 가판
