날짜,종가,등락율,시작가,최고가,최저가,거래량
2016-02-25,69800,-0.14,69800,70400,69500,22185
2016-02-24,69900,-0.14,70600,70600,69500,15731
2016-02-23,70000,0.14,70500,70900,69600,35171
2016-02-22,69900,-1.41,70000,71300,69500,175293
2016-02-19,70900,-0.70,71500,71700,70800,14968
2016-02-18,71400,0.56,71100,71900,70500,14916
2016-02-17,71000,-2.07,72300,72600,70400,22661
2016-02-16,72500,0.83,71500,72600,71500,8337
2016-02-15,71900,1.70,71800,72000,70500,14376
2016-02-12,70700,-3.55,73300,73300,70200,42315
2016-02-11,73300,-0.14,72600,73300,71200,22767
2016-02-05,73400,-0.27,73000,73500,72600,10646
2016-02-04,73600,0.96,73500,73700,72200,21075
2016-02-03,72900,0.55,72100,73500,71100,15046
2016-02-02,72500,1.97,71700,72500,70800,22921
2016-02-01,71100,-0.42,71400,72200,70800,12896
2016-01-29,71400,2.44,69300,71500,69300,23024
2016-01-28,69700,0.58,68900,70200,68700,16568
2016-01-27,69300,0.29,69700,70000,68700,14533
2016-01-26,69100,1.47,67800,69900,67500,30110
2016-01-25,68100,-2.85,68800,69400,67600,34647
2016-01-22,70100,-2.37,71700,72200,69400,24575
2016-01-21,71800,0.70,71500,71800,70800,20082
2016-01-20,71300,0.42,70700,71800,70300,30040
2016-01-19,71000,0.28,70800,71500,70300,10430
2016-01-18,70800,1.29,70000,71000,69100,19293
2016-01-15,69900,1.75,69800,70200,68300,13643
2016-01-14,68700,-1.86,69700,69800,68600,13998
2016-01-13,70000,1.16,69100,70400,69000,16136
2016-01-12,69200,0.00,70200,70200,68900,7872
2016-01-11,69200,-0.72,69400,70500,68400,17462
2016-01-08,69700,0.87,67700,70100,67500,23051
2016-01-07,69100,2.37,67500,69100,67300,28734
2016-01-06,67500,1.50,66500,67700,65900,14489
2016-01-05,66500,-0.15,66600,66600,65600,21049
2016-01-04,66600,-2.77,68000,68500,66500,17521
2015-12-30,68500,-0.72,68500,69500,68200,8653
2015-12-29,69000,-1.29,69500,69500,68200,7720
2015-12-28,69900,-0.43,70200,70600,69800,8634
2015-12-24,70200,1.15,70000,70500,69000,10500
2015-12-23,69400,0.14,69400,69700,68600,8471
2015-12-22,69300,0.73,69500,69500,68000,6476
2015-12-21,68800,-0.15,69000,69900,68300,13617
2015-12-18,68900,-0.86,68600,69400,68500,14951
2015-12-17,69500,2.06,68100,69500,67600,18941
2015-12-16,68100,0.89,67500,68400,67500,9199
2015-12-15,67500,3.37,65400,67500,65400,13200
2015-12-14,65300,-1.95,66400,66900,65100,15520
2015-12-11,66600,-1.19,67400,67800,66500,14440
2015-12-10,67400,0.75,67000,67600,65700,27429
2015-12-09,66900,-0.15,67000,68100,66800,18151
2015-12-08,67000,-1.47,67200,67500,66700,23254
2015-12-07,68000,3.34,66000,68000,65900,22292
2015-12-04,65800,0.15,65500,66400,65500,10876
2015-12-03,65700,-1.05,65900,66700,65200,19228
2015-12-02,66400,2.63,64700,66600,64600,24716
2015-12-01,64700,0.62,64100,65000,64000,10352
2015-11-30,64300,-2.72,66500,66500,64000,25047
2015-11-27,66100,1.07,65600,66500,65100,19439
2015-11-26,65400,0.46,65500,65700,64900,12035
2015-11-25,65100,0.00,64700,65600,64600,10260
2015-11-24,65100,-1.06,65500,66000,65000,10541
2015-11-23,65800,0.46,65800,65800,65400,8464
2015-11-20,65500,1.08,65200,65600,64500,16648
2015-11-19,64800,0.78,64800,65900,64200,13737
2015-11-18,64300,-1.38,65400,65400,64000,23434
2015-11-17,65200,-0.15,65100,65700,64300,41099
2015-11-16,65300,-3.69,66500,66600,65100,34215
2015-11-13,67800,-0.59,67200,68000,67200,8193
2015-11-12,68200,1.04,67500,68600,67500,10277
2015-11-11,67500,0.00,67000,68100,66900,10486
2015-11-10,67500,-1.32,68300,68400,67200,26537
2015-11-09,68400,-1.16,69600,69600,68300,25332
2015-11-06,69200,1.02,68500,69500,68200,19427
2015-11-05,68500,-1.44,68800,69300,67900,27652
2015-11-04,69500,-0.43,69700,70100,69300,10841
2015-11-03,69800,2.80,67900,69800,67900,19878
2015-11-02,67900,-0.59,67800,68600,67300,11992
2015-10-30,68300,-1.16,69000,69200,68200,11080
2015-10-29,69100,0.00,69200,69600,68200,25676
2015-10-28,69100,1.62,68100,69200,67800,20720
2015-10-27,68000,0.15,68600,68600,67600,29574
2015-10-26,67900,-1.59,68200,68900,67500,35928
2015-10-23,69000,-0.43,70000,70200,68700,35524
2015-10-22,69300,-1.14,70000,70300,69200,21341
2015-10-21,70100,0.29,70300,70600,69700,17317
2015-10-20,69900,-1.27,70800,70800,69300,43457
2015-10-19,70800,-0.70,71400,71500,70200,19327
2015-10-16,71300,-1.38,73000,73000,71300,25622
2015-10-15,72300,0.56,71400,72300,71400,18355
2015-10-14,71900,-2.84,73500,73900,71600,17907
2015-10-13,74000,3.21,71300,74000,71300,25572
2015-10-12,71700,-2.18,72500,73300,71000,28236
2015-10-08,73300,-0.41,73100,73600,72200,25609
2015-10-07,73600,0.41,72800,73600,72700,10294
2015-10-06,73300,-2.27,74500,74800,73300,36860
2015-10-05,75000,1.08,74500,75400,73900,24858
2015-10-02,74200,-1.85,74800,75800,73800,24743
2015-10-01,75600,0.13,75900,76000,74100,27267
2015-09-30,75500,2.72,72500,75800,72200,47699
2015-09-25,73500,2.37,72100,73500,71100,27740
2015-09-24,71800,0.98,71100,71800,70300,24316
2015-09-23,71100,0.57,70200,71200,70100,22070
2015-09-22,70700,-1.81,72200,72200,70600,23303
2015-09-21,72000,-0.41,72300,72500,71400,14956
2015-09-18,72300,1.12,71300,72800,71300,20528
2015-09-17,71500,0.56,71900,72200,70800,22434
2015-09-16,71100,0.71,70100,71300,70100,23294
2015-09-15,70600,0.14,70500,70800,69600,11810
2015-09-14,70500,-1.54,71400,71400,68700,22553
2015-09-11,71600,2.43,69100,71600,69100,18791
2015-09-10,69900,1.30,68100,69900,68000,23947
2015-09-09,69000,1.92,67700,69000,67700,21720
2015-09-08,67700,-1.46,68800,68800,67200,10794
2015-09-07,68700,2.84,66800,68900,66800,18014
2015-09-04,66800,-3.33,68900,69400,66000,29905
2015-09-03,69100,0.00,69100,69800,68300,17573
2015-09-02,69100,-1.43,69200,70000,68100,20440
2015-09-01,70100,-2.91,71400,72300,70000,24860
2015-08-31,72200,0.56,71400,72900,70600,18752
2015-08-28,71800,-2.05,73000,73300,71300,40754
2015-08-27,73300,4.42,70300,73900,70200,41581
2015-08-26,70200,0.00,71000,71000,68800,36256
2015-08-25,70200,2.63,69400,70900,67200,40729
2015-08-24,68400,-0.15,67100,69900,67000,39264
2015-08-21,68500,-4.99,70000,70000,66500,78188
2015-08-20,72100,-0.41,71300,73000,71300,57106
2015-08-19,72400,0.00,71800,73100,71000,96020
2015-08-18,72400,-8.01,78300,78300,72000,107570
2015-08-17,78700,-9.02,85600,86400,77900,119040
2015-08-13,86500,-0.46,87200,87300,84800,24401
2015-08-12,86900,1.64,85600,86900,84800,45603
2015-08-11,85500,-2.84,88700,88700,84600,64632
2015-08-10,88000,4.39,85000,88000,84500,71797
2015-08-07,84300,-0.94,85600,85700,83800,18624
2015-08-06,85100,-0.70,86200,87300,84600,22664
2015-08-05,85700,3.00,82800,85700,82800,33299
2015-08-04,83200,-0.48,84400,84900,82900,26129
2015-08-03,83600,1.58,82900,84600,82500,35625
2015-07-31,82300,-0.72,82900,83800,82000,25585
2015-07-30,82900,-0.24,83600,83900,81800,21435
2015-07-29,83100,0.12,82700,83700,82300,15437
2015-07-28,83000,-2.12,84500,85000,82600,34213
2015-07-27,84800,-1.97,86500,86500,83300,39741
2015-07-24,86500,-2.37,88300,88900,86000,29885
2015-07-23,88600,1.14,88300,89100,87300,35227
2015-07-22,87600,-1.24,88300,88500,87000,21254
2015-07-21,88700,0.45,88800,89600,86100,34195
2015-07-20,88300,0.57,88600,88900,87500,32809
2015-07-17,87800,0.11,87700,88900,86400,28929
2015-07-16,87700,-0.68,88200,89100,86600,30762
2015-07-15,88300,0.11,88500,89000,87100,30121
2015-07-14,88200,4.63,85000,88500,84500,50371
2015-07-13,84300,-0.94,85500,85600,83600,31503
2015-07-10,85100,3.53,83200,85600,81700,40528
2015-07-09,82200,-0.96,81600,82800,80000,41617
2015-07-08,83000,-2.24,85700,85700,81600,44291
2015-07-07,84900,0.47,85400,86000,83400,49859
2015-07-06,84500,0.12,83100,85100,82400,40869
2015-07-03,84400,0.96,83100,84700,83000,33747
2015-07-02,83600,-0.71,84400,84400,82300,48629
2015-07-01,84200,-0.36,85500,85500,82800,49221
2015-06-30,84500,2.80,82300,85300,82300,52431
2015-06-29,82200,-1.67,83200,83200,81300,38879
2015-06-26,83600,0.12,82900,83700,81000,43284
2015-06-25,83500,2.71,81800,83500,81200,58323
2015-06-24,81300,0.49,81300,81800,80500,23422
2015-06-23,80900,1.13,80200,81200,79600,40503
2015-06-22,80000,1.65,78600,80200,78400,30629
2015-06-19,78700,-1.75,80800,80800,78300,38080
2015-06-18,80100,1.78,79600,80400,78400,29425
2015-06-17,78700,-1.01,79500,79500,77800,30246
2015-06-16,79500,2.71,76300,79700,76300,65646
2015-06-15,77400,-5.38,80700,80900,77000,88271
2015-06-12,81800,-0.97,83300,84800,81800,51372
2015-06-11,82600,-1.67,83800,84200,82100,47076
2015-06-10,84000,1.20,84300,85500,82000,77312
2015-06-09,83000,0.73,81300,83600,81300,39009
2015-06-08,82400,-0.84,83000,83300,80900,43575
2015-06-05,83100,-1.42,84100,85300,82800,48562
2015-06-04,84300,-0.47,85400,86000,83900,53548
2015-06-03,84700,-1.85,86300,87500,84500,43372
2015-06-02,86300,-1.93,89000,89200,85400,61259
2015-06-01,88000,-1.23,90000,90000,87100,80428
2015-05-29,89100,-0.45,89500,90200,87400,76302
2015-05-28,89500,-3.56,94500,97000,89500,166818
2015-05-27,92800,-3.83,96900,96900,92800,86315
2015-05-26,96500,7.94,90500,97300,90300,195076
2015-05-22,89400,1.71,88300,90000,87300,72130
2015-05-21,87900,-0.34,87900,88700,87400,40841
2015-05-20,88200,1.03,86400,88600,86400,38969
2015-05-19,87300,-0.23,87500,87700,84400,46318
2015-05-18,87500,-1.24,88600,88600,86900,30634
2015-05-15,88600,-0.78,89500,89600,88100,35218
2015-05-14,89300,2.64,87000,89500,86400,40792
2015-05-13,87000,-1.25,87600,88400,87000,20854
2015-05-12,88100,-0.11,87700,88200,87300,14169
2015-05-11,88200,0.57,88100,88600,87300,31553
2015-05-08,87700,1.27,86100,87900,86000,12670
2015-05-07,86600,-1.37,87100,87800,85800,15993
2015-05-06,87800,-0.11,87900,88400,86500,25170
2015-05-04,87900,2.33,85900,87900,85100,21732
2015-04-30,85900,-1.26,87100,87500,84900,23668
2015-04-29,87000,-1.69,88500,88500,86200,28383
2015-04-28,88500,0.34,89000,89000,87400,27657
2015-04-27,88200,3.16,86600,88200,86400,43921
2015-04-24,85500,0.00,84600,85900,83600,29883
2015-04-23,85500,-0.58,86600,86600,84000,23325
2015-04-22,86000,-1.04,86800,87800,84500,52406
2015-04-21,86900,-0.34,88000,88400,86500,38264
2015-04-20,87200,-1.25,88100,89200,86500,51313
2015-04-17,88300,4.62,85400,89100,84500,91998
2015-04-16,84400,2.43,82700,84900,82700,49078
2015-04-15,82400,2.87,80100,83500,80000,50132
2015-04-14,80100,0.38,79900,81400,79700,21101
2015-04-13,79800,-1.85,80800,82200,79600,40325
2015-04-10,81300,-0.85,81600,81900,80700,23292
2015-04-09,82000,1.49,80000,82000,80000,21716
2015-04-08,80800,-1.22,81400,81800,80000,28842
2015-04-07,81800,0.25,81600,82200,80700,13117
2015-04-06,81600,-0.49,81900,82000,80500,12732
2015-04-03,82000,0.00,82200,82400,81600,9385
2015-04-02,82000,0.37,81900,82600,80800,15186
2015-04-01,81700,-0.61,81300,82900,81300,14143
2015-03-31,82200,0.61,81900,82400,80600,20749
2015-03-30,81700,3.42,79000,81800,78600,43841
2015-03-27,79000,1.02,79000,79200,77500,23581
2015-03-26,78200,0.00,78200,78900,77200,22575
2015-03-25,78200,0.00,78800,78800,77900,23843
2015-03-24,78200,0.26,77500,79700,77100,32600
2015-03-23,78000,-1.27,79500,79900,77700,35733
2015-03-20,79000,5.05,75700,79000,75700,54042
2015-03-19,75200,2.31,73600,76300,73600,38856
2015-03-18,73500,-1.21,74800,74800,73400,17045
2015-03-17,74400,-0.27,75000,75100,73300,20210
2015-03-16,74600,4.63,71300,75500,71300,47840
2015-03-13,71300,0.28,71900,71900,70900,28379
2015-03-12,71100,-0.97,71800,72000,71100,28593
2015-03-11,71800,-1.91,72900,73100,71700,26996
2015-03-10,73200,-0.14,74300,74500,72800,29046
2015-03-09,73300,-0.41,73200,74300,73200,13704
2015-03-06,73600,-0.54,74000,74000,73400,15603
2015-03-05,74000,1.65,73700,74000,72700,14652
2015-03-04,72800,0.83,72500,74000,72500,21061
2015-03-03,72200,0.28,71200,72700,71200,19206
2015-03-02,72000,-1.77,73300,73400,72000,18987
2015-02-27,73300,0.69,73000,73600,72500,14892
2015-02-26,72800,-1.09,74000,74000,72000,20115
2015-02-25,73600,-0.41,73900,74400,73300,8476
2015-02-24,73900,-0.27,73800,74400,73400,5548
2015-02-23,74100,0.00,74900,74900,73700,8882
2015-02-17,74100,-0.27,74700,74700,73400,10147
2015-02-16,74300,-0.13,73800,75500,73800,8873
2015-02-13,74400,1.92,72700,74900,72700,15502
2015-02-12,73000,1.25,72800,73200,72300,12155
2015-02-11,72100,2.41,70800,72100,70700,12608
2015-02-10,70400,-2.76,73500,73500,69500,41316
2015-02-09,72400,-0.28,73500,73700,72000,18526
2015-02-06,72600,1.26,71800,73000,71800,21206
2015-02-05,71700,-2.05,73100,74000,71500,25767
2015-02-04,73200,-1.61,75000,75000,73200,18824
2015-02-03,74400,-0.13,75500,75500,73800,14964
2015-02-02,74500,0.13,74400,74900,74000,16939
2015-01-30,74400,1.09,73100,74700,72900,14923
2015-01-29,73600,0.00,73500,74200,72500,17553
2015-01-28,73600,4.55,70400,73700,70000,22999
2015-01-27,70400,-0.28,71400,71400,69500,11155
2015-01-26,70600,-1.26,71600,71600,69500,11905
2015-01-23,71500,0.14,72000,72300,71300,14078
2015-01-22,71400,0.42,71100,72100,70500,17487
2015-01-21,71100,0.42,70800,71500,69700,26120
2015-01-20,70800,2.61,69500,70800,68900,20018
2015-01-19,69000,3.14,67000,69000,67000,13871
2015-01-16,66900,-0.59,66700,67300,66600,13124
2015-01-15,67300,-0.15,67100,67300,66500,13503
2015-01-14,67400,0.75,66700,67400,66500,14414
2015-01-13,66900,-0.59,67700,67700,66500,23451
2015-01-12,67300,-0.15,66900,67900,66800,16710
2015-01-09,67400,0.30,67500,67800,66700,19614
2015-01-08,67200,-3.31,68900,69100,66400,49548
2015-01-07,69500,-2.52,71100,71100,68300,24666
2015-01-06,71300,-3.52,73400,73900,70500,21181
2015-01-05,73900,-0.67,73600,75100,73400,13108
2015-01-02,74400,-1.33,74300,75200,73500,14089
2014-12-30,75400,-2.71,77100,77400,74200,22261
2014-12-29,77500,-1.02,77500,78100,77100,5732
2014-12-26,78300,1.16,77200,78300,77200,6741
2014-12-24,77400,0.39,76700,77700,76700,5232
2014-12-23,77100,-0.77,77700,77700,76900,5375
2014-12-22,77700,-1.02,78500,79200,77100,6072
2014-12-19,78500,-0.13,78300,78900,77800,7787
2014-12-18,78600,-0.13,79400,79400,77300,16219
2014-12-17,78700,0.90,78400,79000,77200,7080
2014-12-16,78000,1.17,77100,78100,77000,11472
2014-12-15,77100,-1.15,78000,78200,76500,12050
2014-12-12,78000,-0.38,78300,78900,78000,9474
2014-12-11,78300,-1.51,78300,79000,77700,21097
2014-12-10,79500,-1.85,80400,81600,78600,18702
2014-12-09,81000,-0.98,81500,82300,80900,8571
2014-12-08,81800,0.00,81500,82000,81200,8459
2014-12-05,81800,-0.61,81900,82800,81400,10600
2014-12-04,82300,-1.32,83100,83800,81900,9922
2014-12-03,83400,0.97,81800,83400,81100,11713
2014-12-02,82600,0.36,81300,83200,81300,15159
2014-12-01,82300,-0.24,81500,83500,81200,16533
2014-11-28,82500,1.23,80800,83400,80800,22918
2014-11-27,81500,-0.61,81600,82100,80800,12523
2014-11-26,82000,-2.26,84700,84700,82000,8215
2014-11-25,83900,3.71,80400,84000,80400,33306
2014-11-24,80900,-0.74,81100,82000,80400,11218
2014-11-21,81500,-0.49,82300,83000,81100,11003
2014-11-20,81900,0.86,81900,82500,81000,11297
2014-11-19,81200,-0.49,81100,82300,80700,12456
2014-11-18,81600,0.49,81200,82600,81000,20506
2014-11-17,81200,1.50,78100,81200,77700,24933
2014-11-14,80000,-0.50,80400,80500,79700,21749
2014-11-13,80400,0.12,80000,80900,80000,17909
2014-11-12,80300,-1.83,81400,81800,80200,14623
2014-11-11,81800,1.49,81000,81900,80700,10733
2014-11-10,80600,-1.23,81300,81500,79700,16901
2014-11-07,81600,0.25,80300,81700,80100,9010
2014-11-06,81400,-0.49,81800,83200,79700,13947
2014-11-05,81800,1.87,81700,81800,80000,11926
2014-11-04,80300,-0.99,81700,81700,79400,21451
2014-11-03,81100,-1.93,82700,82700,81000,13874
2014-10-31,82700,-0.96,82800,83400,80300,40210
2014-10-30,83500,0.24,83300,83900,82000,9681
2014-10-29,83300,-1.77,84700,85700,82600,36810
2014-10-28,84800,-3.64,88200,89300,84300,24848
2014-10-27,88000,-1.23,88300,89300,87500,14398
2014-10-24,89100,-0.56,89600,90000,88200,9475
2014-10-23,89600,1.24,88300,89800,87000,19665
2014-10-22,88500,-1.12,89000,90000,87200,44349
2014-10-21,89500,-1.00,90600,91200,88200,21932
2014-10-20,90400,-2.80,92900,92900,90000,38480
2014-10-17,93000,1.64,91900,93300,91100,44898
2014-10-16,91500,-0.11,91000,91900,90100,23970
2014-10-15,91600,3.04,88200,91800,87700,60100
2014-10-14,88900,2.30,87700,89400,85600,26520
2014-10-13,86900,-2.25,87800,88700,85900,28167
2014-10-10,88900,-0.45,89900,89900,88000,17056
2014-10-08,89300,0.22,89000,89900,87900,27964
2014-10-07,89100,-0.22,89300,89600,87600,21592
2014-10-06,89300,2.29,87800,90000,87800,42617
2014-10-02,87300,0.34,86400,88800,85300,38060
2014-10-01,87000,-1.02,87500,88700,85000,35556
2014-09-30,87900,-0.57,88800,89500,86700,21030
2014-09-29,88400,-1.23,90000,90100,87800,24582
2014-09-26,89500,-0.22,89000,89700,88600,15454
2014-09-25,89700,2.75,87900,89800,87300,32372
2014-09-24,87300,-0.34,88300,88300,86500,16999
2014-09-23,87600,1.74,86200,87800,86100,20296
2014-09-22,86100,-3.80,89500,89500,86100,36449
2014-09-19,89500,2.76,87600,89500,86800,21498
2014-09-18,87100,-0.68,86700,88200,86600,11395
2014-09-17,87700,1.98,86600,89000,86500,28790
2014-09-16,86000,0.00,85300,87500,84200,23004
2014-09-15,86000,1.18,84000,86000,84000,11521
2014-09-12,85000,0.12,85400,85400,83700,17868
2014-09-11,84900,-1.16,85300,85900,83500,43702
2014-09-05,85900,-1.26,86200,87000,85200,19772
2014-09-04,87000,-2.14,88800,88800,86600,21072
2014-09-03,88900,2.30,86700,89000,86500,42595
2014-09-02,86900,-1.92,88000,88900,86600,45426
2014-09-01,88600,-2.53,90500,90800,87000,44189
2014-08-29,90900,-0.66,91000,91500,89500,41447
2014-08-28,91500,0.77,91200,91700,90000,61637
2014-08-27,90800,5.95,86300,91000,86100,99766
2014-08-26,85700,-0.35,86000,86500,85600,19797
2014-08-25,86000,1.90,85000,86000,84400,25277
2014-08-22,84400,-0.35,84500,84600,82800,12964
2014-08-21,84700,-0.12,85400,85500,84000,19659
2014-08-20,84800,-0.12,85500,85900,84400,29382
2014-08-19,84900,0.47,84500,85000,83500,30131
2014-08-18,84500,3.68,82500,84500,81800,40168
2014-08-14,81500,1.12,80200,81600,80100,16859
2014-08-13,80600,-1.10,81500,81900,80600,15936
2014-08-12,81500,0.62,80500,81800,80500,13116
2014-08-11,81000,-0.25,81200,82400,81000,13378
2014-08-08,81200,-1.69,82900,82900,81200,15561
2014-08-07,82600,0.98,82500,82700,81100,24088
2014-08-06,81800,-0.49,82300,82400,81000,23634
2014-08-05,82200,3.14,80400,82900,79700,52475
2014-08-04,79700,0.13,79600,80200,78700,34398
2014-08-01,79600,-0.38,80000,80600,79300,40905
2014-07-31,79900,0.63,79800,79900,79200,56213
2014-07-30,79400,0.76,79300,80000,79000,18692
2014-07-29,78800,-0.63,79800,79800,78800,19918
2014-07-28,79300,0.00,79500,80300,79100,27978
2014-07-25,79300,0.51,79100,79600,78900,17596
2014-07-24,78900,-0.25,79200,79600,78600,21449
2014-07-23,79100,-1.00,80000,80600,79100,24281
2014-07-22,79900,-0.37,79800,80600,79600,20172
2014-07-21,80200,-0.99,81000,81700,80000,23436
2014-07-18,81000,0.37,81000,82300,80900,81022
2014-07-17,80700,0.25,80300,81200,80200,125472
2014-07-16,80500,0.63,80100,80500,79800,120836
2014-07-15,80000,0.25,80000,80700,79700,29593
2014-07-14,79800,-2.09,81700,81700,79700,31907
2014-07-11,81500,-0.24,81600,82100,81000,12287
2014-07-10,81700,-1.21,82500,83900,81300,29961
2014-07-09,82700,-2.48,83800,85200,82700,21450
2014-07-08,84800,2.29,83300,84800,82500,27361
2014-07-07,82900,-2.70,85000,85000,82900,25657
2014-07-04,85200,0.24,85600,85800,84700,10385
2014-07-03,85000,-1.51,85900,86100,84800,12953
2014-07-02,86300,-0.23,86000,87000,85500,18561
2014-07-01,86500,0.00,85700,86900,85600,15932
2014-06-30,86500,0.23,86700,86800,85500,10550
2014-06-27,86300,1.53,85800,86600,84400,11382
2014-06-26,85000,0.47,84400,85800,84400,11321
2014-06-25,84600,-1.97,86600,86600,84400,13195
2014-06-24,86300,3.85,83200,86400,82500,29448
2014-06-23,83100,-2.81,85000,85000,83100,22309
2014-06-20,85500,0.83,85400,85600,80700,20912
2014-06-19,84800,0.59,84300,86900,84300,56676
2014-06-18,84300,2.68,82700,84300,82000,41144
2014-06-17,82100,-0.24,82500,83100,81000,44069
2014-06-16,82300,3.65,80600,82300,79400,26503
2014-06-13,79400,-1.98,80500,81600,79000,33340
2014-06-12,81000,-0.74,81400,81400,80400,27001
2014-06-11,81600,-0.37,83000,83000,81100,26714
2014-06-10,81900,0.49,80700,82700,80700,27986
2014-06-09,81500,5.98,77300,81700,77300,42564
2014-06-05,76900,-4.11,79100,79600,76300,66729
2014-06-03,80200,-1.11,81200,81400,79400,31692
2014-06-02,81100,-3.45,84000,84600,80000,72932
2014-05-30,84000,-4.22,87500,87500,83600,87078
2014-05-29,87700,-0.68,88400,89400,87700,17793
2014-05-28,88300,0.57,87700,88600,87500,15992
2014-05-27,87800,-1.01,88000,88700,87500,21685
2014-05-26,88700,0.23,88500,89200,88200,13145
2014-05-23,88500,-0.11,88300,89600,88100,26877
2014-05-22,88600,0.00,88700,89400,88300,19620
2014-05-21,88600,-0.23,88500,88900,88200,19294
2014-05-20,88800,-1.55,89900,90400,88500,31389
2014-05-19,90200,0.45,89800,90600,89100,23059
2014-05-16,89800,-0.11,89900,90800,89200,19424
2014-05-15,89900,-1.86,91200,91500,89600,16848
2014-05-14,91600,0.66,91100,92100,91100,18555
2014-05-13,91000,2.59,90000,91200,88900,22770
2014-05-12,88700,-1.44,89000,90200,88600,25542
2014-05-09,90000,1.93,88000,90100,88000,22078
2014-05-08,88300,-0.23,88700,89000,87300,43948
2014-05-07,88500,-2.96,91400,92400,88400,59189
2014-05-02,91200,-2.98,93300,94100,91000,50791
2014-04-30,94000,0.43,93200,94300,92700,19140
2014-04-29,93600,1.19,92400,94300,92400,11489
2014-04-28,92500,-1.07,92600,93900,92100,16854
2014-04-25,93500,-1.27,94700,95600,93500,19283
2014-04-24,94700,-1.66,95800,96400,94500,20186
2014-04-23,96300,0.63,95300,96400,95200,24730
2014-04-22,95700,0.31,96000,96100,95300,20709
2014-04-21,95400,-1.85,96300,96600,95200,26655
2014-04-18,97200,-0.41,97600,98000,95900,38486
2014-04-17,97600,0.93,97100,98500,96700,58601
2014-04-16,96700,-1.02,98200,98900,96700,42793
2014-04-15,97700,0.41,97600,98100,97000,44435
2014-04-14,97300,2.31,95400,97400,94600,41227
2014-04-11,95100,-1.14,96000,96000,94400,36962
2014-04-10,96200,-0.10,96200,97100,95200,29440
2014-04-09,96300,1.58,94500,96600,94500,37049
2014-04-08,94800,-2.07,96400,97100,94000,48969
2014-04-07,96800,0.73,96100,97800,96100,47536
2014-04-04,96100,1.05,95200,96600,94400,37189
2014-04-03,95100,-0.21,94900,95700,94300,36144
2014-04-02,95300,4.15,91800,96000,91700,68079
2014-04-01,91500,-0.54,92100,92700,91400,34505
2014-03-31,92000,-0.33,92500,92800,91200,27600
2014-03-28,92300,0.11,92200,92600,92000,18109
2014-03-27,92200,0.00,92600,92600,91600,17021
2014-03-26,92200,0.77,91600,92300,91600,20145
2014-03-25,91500,0.77,90400,92300,90400,25800
2014-03-24,90800,-0.33,91100,91100,90400,18469
2014-03-21,91100,1.11,90300,91100,89600,19471
2014-03-20,90100,-0.44,90500,91100,89500,29250
2014-03-19,90500,-1.63,92000,92800,90400,26524
2014-03-18,92000,3.14,89800,92900,89500,32309
2014-03-17,89200,-3.04,92000,92000,88100,51944
2014-03-14,92000,2.22,89600,92200,89000,38827
2014-03-13,90000,0.33,90000,91000,90000,37184
2014-03-12,89700,-3.13,92000,92300,89600,50895
2014-03-11,92600,-0.43,92700,94000,91900,37906
2014-03-10,93000,-2.52,95400,95400,92500,45613
2014-03-07,95400,-0.83,96200,96900,94200,29311
2014-03-06,96200,0.52,95700,96300,95000,31302
2014-03-05,95700,-0.31,97100,97200,94900,23504
2014-03-04,96000,-0.10,96400,97100,95200,28853
2014-03-03,96100,-1.74,97000,97500,96100,20921
2014-02-28,97800,0.00,98000,98900,96200,27590
2014-02-27,97800,2.52,95200,98000,95200,18516
2014-02-26,95400,-2.05,97000,97400,95300,29033
2014-02-25,97400,0.21,96700,98600,96700,17013
2014-02-24,97200,-0.21,97900,98800,96600,27330
2014-02-21,97400,0.10,97300,97900,97200,19635
2014-02-20,97300,-1.22,97600,98800,97000,18109
2014-02-19,98500,0.10,98000,98900,97200,16295
2014-02-18,98400,0.82,97600,98900,97000,24483
2014-02-17,97600,-0.10,98100,99800,97600,32046
2014-02-14,97700,1.66,95500,100500,95000,71258
2014-02-13,96100,-2.04,97500,98700,96000,45486
2014-02-12,98100,1.66,97500,98400,96100,53450
2014-02-11,96500,1.26,95500,98000,95300,69648
2014-02-10,95300,0.74,96200,96300,93800,68995
2014-02-07,94600,5.23,90900,96400,90000,109567
2014-02-06,89900,-0.22,90400,90900,89400,24267
2014-02-05,90100,0.11,90400,90900,89800,19455
2014-02-04,90000,0.00,88800,90700,88300,26840
2014-02-03,90000,-0.55,90000,90800,89200,18818
2014-01-29,90500,2.14,88300,90500,88300,24493
2014-01-28,88600,-2.21,90900,91500,88300,59263
2014-01-27,90600,-1.84,91900,91900,89000,42883
2014-01-24,92300,0.00,92000,92400,91000,51058
2014-01-23,92300,-1.81,94300,94300,91800,39123
2014-01-22,94000,2.29,93000,94400,92100,28527
2014-01-21,91900,0.22,91800,92200,91200,20459
2014-01-20,91700,-0.33,91000,92500,91000,21077
2014-01-17,92000,0.00,92000,92700,91000,32698
2014-01-16,92000,1.88,90400,93100,90300,40676
2014-01-15,90300,0.89,89200,90600,89100,22459
2014-01-14,89500,0.67,88100,89600,88100,25010
2014-01-13,88900,0.11,88100,89300,87900,28242
2014-01-10,88800,1.37,88300,89000,87000,31810
2014-01-09,87600,-1.46,88800,89300,87500,29435
2014-01-08,88900,-2.63,90600,90700,87700,46573
2014-01-07,91300,4.34,87300,91500,87300,38314
2014-01-06,87500,-3.53,90700,90800,87500,62426
