날짜,종가,등락율,시작가,최고가,최저가,거래량
2019-12-09,51200,1.59,50900,51400,50700,8470627
2019-12-06,50400,1.82,50100,50900,49950,11414563
2019-12-05,49500,0.10,50200,50400,49500,10449715
2019-12-04,49450,-0.90,49600,49850,49000,13246549
2019-12-03,49900,-0.99,49800,50300,49500,12059812
2019-12-02,50400,0.20,50900,51300,50400,18877252
2019-11-29,50300,-1.95,51200,51400,50200,11179334
2019-11-28,51300,-1.72,51900,52100,51300,6833885
2019-11-27,52200,0.77,51800,52300,51600,7546261
2019-11-26,51800,0.00,51900,52900,51800,27372226
2019-11-25,51800,0.39,52200,52600,51700,9050625
2019-11-22,51600,1.18,51000,51600,50900,8478310
2019-11-21,51000,-1.92,51600,52100,50600,14298646
2019-11-20,52000,-2.80,53400,53400,52000,12560070
2019-11-19,53500,0.00,53200,53500,52700,8907177
2019-11-18,53500,-0.37,53600,53800,53200,7746554
2019-11-15,53700,1.70,52900,53700,52600,9703360
2019-11-14,52800,0.57,51900,52800,51900,12010018
2019-11-13,52500,-0.19,52500,52500,52000,6225196
2019-11-12,52600,1.94,51800,52600,51600,6576148
2019-11-11,51600,-0.96,52200,52200,51400,8185952
2019-11-08,52100,-1.51,53200,53300,52000,11603290
2019-11-07,52900,-0.75,53400,53400,52400,9257116
2019-11-06,53300,1.14,52900,53500,52700,14361133
2019-11-05,52700,0.76,52400,52700,52100,10581034
2019-11-04,52300,2.15,51700,52300,51400,13012411
2019-11-01,51200,1.59,50600,51200,50400,8467846
2019-10-31,50400,0.00,51000,51400,50300,10304777
2019-10-30,50400,-1.37,50700,50800,50200,8959435
2019-10-29,51100,-0.39,51400,51700,50800,7581629
2019-10-28,51300,0.79,50700,51500,50700,6431522
2019-10-25,50900,0.39,50800,51200,50500,7879897
2019-10-24,50700,-0.98,52500,52500,50500,21185785
2019-10-23,51200,0.00,51300,51500,50800,8663880
2019-10-22,51200,1.79,50800,51500,50700,10898729
2019-10-21,50300,0.80,49900,50400,49800,4406531
